2019/10/02,9996,19口,"1,059,500円",90口,"264,800円",52口,"662,100円",246口,"132,400円"
2019/10/03,7778,25口,"828,000円",59口,"207,000円",100口,"517,500円",202口,"103,500円"
2019/10/04,0987,40口,"547,100円",571口,"22,700円",151口,"284,900円","2,856口","11,300円"
2019/10/07,7499,48口,"973,700円",171口,"81,100円",75口,"527,400円",636口,"40,500円"
2019/10/08,0222,34口,"855,200円",58口,"213,800円",76口,"534,500円",161口,"106,900円"
2019/10/09,5543,30口,"953,000円",157口,"79,400円",67口,"516,200円",657口,"39,700円"
2019/10/10,8165,24口,"752,000円",429口,"31,300円",96口,"391,600円","2,088口","15,600円"
2019/10/11,0072,16口,"1,084,000円",165口,"90,300円",50口,"587,100円",890口,"45,100円"
2019/10/14,0119,51口,"503,600円",330口,"41,900円",123口,"272,700円","1,438口","20,900円"
2019/10/15,5939,12口,"1,180,900円",147口,"98,400円",62口,"639,600円",651口,"49,200円"
2019/10/16,8795,16口,"915,400円",450口,"38,100円",74口,"476,700円","1,958口","19,000円"
2019/10/17,5550,56口,"404,200円",218口,"101,000円",171口,"252,600円",304口,"50,500円"
2019/10/18,1459,25口,"922,300円",373口,"38,400円",74口,"480,300円","1,706口","19,200円"
2019/10/21,0093,17口,"1,156,900円",241口,"96,400円",47口,"626,600円","1,000口","48,200円"
2019/10/22,3103,82口,"370,700円",248口,"30,800円",210口,"200,700円",952口,"15,400円"
2019/10/23,8447,12口,"1,201,900円",169口,"100,100円",49口,"651,000円",758口,"50,000円"
2019/10/24,8362,12口,"1,018,800円",377口,"42,400円",57口,"530,600円","1,898口","21,200円"
2019/10/25,7215,27口,"644,600円",478口,"26,800円",133口,"335,700円","2,020口","13,400円"
2019/10/28,7173,19口,"1,013,900円",207口,"84,400円",79口,"549,100円",977口,"42,200円"
2019/10/29,8530,29口,"752,900円",411口,"31,300円",89口,"392,100円","1,809口","15,600円"
2019/10/30,2119,25口,"725,200円",238口,"60,400円",79口,"392,800円","1,292口","30,200円"
2019/10/31,3036,16口,"1,177,600円",118口,"98,100円",63口,"637,800円",638口,"49,000円"
