第2482回,2008/12/02,3860,24口,"1,140,600円",390口,"47,500円",67口,"594,000円","1,937口","23,700円","292,768,800円"
第2483回,2008/12/03,6142,19口,"1,141,700円",442口,"47,500円",66口,"594,600円","2,215口","23,700円","299,237,400円"
第2484回,2008/12/04,7740,22口,"1,090,600円",188口,"90,800円",88口,"590,700円","1,005口","45,400円","308,319,200円"
第2485回,2008/12/05,2985,46口,"753,200円",461口,"31,300円",135口,"392,200円","2,389口","15,600円","310,148,400円"
第2486回,2008/12/08,5889,78口,"497,600円",370口,"41,400円",281口,"269,500円","1,383口","20,700円","352,432,800円"
第2487回,2008/12/09,0756,21口,"1,508,200円",251口,"62,800円",46口,"785,500円","1,397口","31,400円","283,290,800円"
第2488回,2008/12/10,4161,21口,"1,029,700円",270口,"85,800円",79口,"557,700円","1,170口","42,900円","309,033,200円"
第2489回,2008/12/11,5770,43口,"1,067,700円",150口,"88,900円",75口,"578,300円",872口,"44,400円","314,289,800円"
第2490回,2008/12/12,1356,43口,"884,000円",452口,"36,800円",118口,"460,400円","2,219口","18,400円","333,018,800円"
第2491回,2008/12/15,1346,47口,"777,500円",649口,"32,300円",165口,"404,900円","2,953口","16,100円","382,742,400円"
第2492回,2008/12/16,2928,38口,"724,700円",317口,"60,300円",149口,"392,500円","1,315口","30,100円","321,958,200円"
第2493回,2008/12/17,0016,36口,"1,209,800円",145口,"100,800円",53口,"655,300円",935口,"50,400円","311,188,800円"
第2494回,2008/12/18,3623,44口,"858,200円",211口,"71,500円",121口,"464,800円","1,039口","35,700円","325,019,600円"
第2495回,2008/12/19,1487,29口,"983,500円",587口,"40,900円",90口,"512,200円","2,762口","20,400円","345,059,200円"
第2496回,2008/12/22,3519,61口,"761,300円",599口,"31,700円",151口,"396,500円","2,672口","15,800円","372,664,600円"
第2497回,2008/12/23,7392,22口,"1,063,100円",420口,"44,200円",67口,"553,600円","2,206口","22,100円","284,356,200円"
第2498回,2008/12/24,8114,30口,"894,400円",282口,"74,500円",87口,"484,400円","1,440口","37,200円","319,253,800円"
第2499回,2008/12/25,2405,36口,"1,014,100円",454口,"42,200円",88口,"528,100円","2,205口","21,100円","330,576,000円"
第2500回,2008/12/26,0659,26口,"778,300円",671口,"32,400円",138口,"405,300円","3,470口","16,200円","342,669,600円"
第2501回,2008/12/29,7349,28口,"1,011,700円",616口,"42,100円",118口,"526,900円","2,584口","21,000円","379,876,600円"
第2502回,2008/12/30,8544,19口,"1,287,000円",189口,"107,200円",64口,"697,100円",976口,"53,600円","314,849,400円"
