2019/03/04,7315,39口,"590,600円",819口,"24,600円",118口,"307,600円","2,987口","12,300円"
2019/03/05,2002,43口,"832,600円",95口,"138,700円",60口,"485,600円",343口,"69,300円"
2019/03/06,1610,39口,"709,900円",196口,"59,100円",83口,"384,500円",992口,"29,500円"
2019/03/07,4047,15口,"1,152,600円",127口,"96,000円",66口,"624,300円",573口,"48,000円"
2019/03/08,5292,13口,"1,363,700円",138口,"113,600円",53口,"738,600円",589口,"56,800円"
2019/03/11,7525,38口,"707,000円",264口,"58,900円",112口,"382,900円","1,076口","29,400円"
2019/03/12,1625,35口,"821,200円",392口,"34,200円",71口,"427,700円","1,509口","17,100円"
2019/03/13,3718,46口,"580,500円",440口,"24,100円",140口,"302,300円","1,690口","12,000円"
2019/03/14,2392,21口,"1,012,100円",138口,"84,300円",71口,"548,200円",635口,"42,100円"
2019/03/15,5728,29口,"821,900円",402口,"34,200円",89口,"428,000円","1,705口","17,100円"
2019/03/18,4945,17口,"1,268,400円",127口,"105,700円",71口,"687,000円",616口,"52,800円"
2019/03/19,6998,18口,"1,077,400円",152口,"89,700円",57口,"583,500円",672口,"44,800円"
2019/03/20,2702,15口,"1,008,000円",162口,"84,000円",72口,"546,000円",764口,"42,000円"
2019/03/21,0905,26口,"652,300円",192口,"54,300円",125口,"353,300円",765口,"27,100円"
2019/03/22,8719,33口,"939,800円",311口,"39,100円",64口,"489,400円","1,429口","19,500円"
2019/03/25,4172,33口,"817,800円",457口,"34,000円",94口,"425,900円","1,910口","17,000円"
2019/03/26,1871,13口,"977,500円",221口,"81,400円",60口,"529,400円",827口,"40,700円"
2019/03/27,1785,19口,"983,200円",384口,"40,900円",57口,"512,000円","1,719口","20,400円"
2019/03/28,4386,21口,"960,900円",433口,"40,000円",55口,"500,400円","1,787口","20,000円"
2019/03/29,1083,21口,"898,700円",460口,"37,400円",70口,"468,000円","1,933口","18,700円"
