2008/09/02,3672,65口,"614,200円",559口,"25,500円",150口,"319,800円","2,572口","12,700円","300,285,800円"
2008/09/03,8997,38口,"873,200円",215口,"72,700円",99口,"472,900円","1,164口","36,300円","306,696,400円"
2008/09/04,9659,23口,"1,184,200円",209口,"98,600円",72口,"641,400円",943口,"49,300円","312,391,000円"
2008/09/05,9379,35口,"1,121,000円",217口,"93,400円",76口,"607,200円",913口,"46,700円","329,577,800円"
2008/09/08,5173,42口,"882,600円",796口,"36,700円",94口,"459,600円","3,001口","18,300円","366,107,600円"
2008/09/09,2716,66口,"670,700円",418口,"27,900円",148口,"349,300円","1,986口","13,900円","300,916,400円"
2008/09/10,5128,59口,"758,900円",450口,"31,600円",109口,"395,200円","2,228口","15,800円","305,165,600円"
2008/09/11,4803,25口,"1,218,100円",356口,"50,700円",70口,"634,400円","1,861口","25,300円","311,482,200円"
2008/09/12,8696,35口,"949,700円",222口,"79,100円",93口,"514,400円","1,213口","39,500円","325,896,000円"
2008/09/15,2968,31口,"1,042,800円",429口,"43,400円",91口,"543,100円","2,010口","21,700円","320,151,000円"
2008/09/16,8679,39口,"474,500円","1,044口","19,700円",193口,"247,100円","4,004口","9,800円","280,989,800円"
2008/09/17,3930,24口,"1,256,200円",146口,"104,600円",66口,"680,400円",846口,"52,300円","299,184,800円"
2008/09/18,6122,27口,"896,100円",250口,"74,600円",82口,"485,300円","1,374口","37,300円","297,712,600円"
2008/09/19,8512,25口,"1,144,700円",430口,"47,600円",68口,"596,100円","2,096口","23,800円","310,361,600円"
2008/09/22,9230,35口,"1,061,900円",457口,"44,200円",86口,"553,000円","2,433口","22,100円","352,854,200円"
2008/09/23,2031,36口,"669,700円",647口,"27,900円",94口,"348,800円","3,031口","13,900円","260,564,400円"
2008/09/24,5802,22口,"1,198,100円",366口,"49,900円",62口,"624,000円","1,938口","24,900円","292,668,400円"
2008/09/25,7929,42口,"967,900円",205口,"80,600円",85口,"524,200円",914口,"40,300円","308,048,400円"
2008/09/26,8947,32口,"1,064,000円",444口,"44,300円",71口,"554,100円","2,349口","22,100円","322,573,200円"
2008/09/29,1408,37口,"999,400円",503口,"41,600円",96口,"520,500円","2,418口","20,800円","351,645,400円"
2008/09/30,6848,64口,"619,800円",276口,"51,600円",124口,"335,700円","1,334口","25,800円","288,907,400円"
