第2287回,2008/03/04,0613,83口,"609,500円",465口,"25,300円",157口,"317,400円","2,211口","12,600円","311,812,200円"
第2288回,2008/03/05,1126,202口,"284,500円",312口,"23,700円",395口,"154,100円","1,390口","11,800円","316,104,200円"
第2289回,2008/03/06,1653,39口,"878,500円",506口,"36,600円",98口,"457,500円","2,555口","18,300円","320,871,200円"
第2290回,2008/03/07,6861,31口,"982,300円",254口,"81,800円",84口,"532,000円","1,304口","40,900円","331,829,600円"
第2291回,2008/03/10,8004,18口,"1,514,800円",175口,"126,200円",68口,"820,500円",961口,"63,100円","368,470,000円"
第2292回,2008/03/11,0784,39口,"946,700円",357口,"39,400円",97口,"493,000円","1,986口","19,700円","306,678,000円"
第2293回,2008/03/12,8622,35口,"828,000円",235口,"69,000円",127口,"448,500円","1,069口","34,500円","308,979,600円"
第2294回,2008/03/13,8020,32口,"907,200円",278口,"75,600円",81口,"491,400円","1,354口","37,800円","313,408,400円"
第2295回,2008/03/14,9684,34口,"883,600円",418口,"36,800円",129口,"460,200円","2,093口","18,400円","318,536,000円"
第2296回,2008/03/17,9418,37口,"1,099,600円",538口,"45,800円",77口,"572,700円","2,592口","22,900円","375,154,800円"
第2297回,2008/03/18,6149,29口,"830,300円",564口,"34,500円",98口,"432,400円","2,918口","17,200円","303,223,800円"
第2298回,2008/03/19,2620,16口,"1,038,700円",190口,"86,500円",85口,"562,600円","1,265口","43,200円","301,438,800円"
第2299回,2008/03/20,2643,49口,"850,400円",374口,"35,400円",77口,"442,900円","1,969口","17,700円","275,385,000円"
第2300回,2008/03/21,6944,42口,"719,300円",313口,"59,900円",105口,"389,600円","1,869口","29,900円","324,254,600円"
第2301回,2008/03/24,8297,27口,"1,518,300円",358口,"63,200円",47口,"790,700円","1,927口","31,600円","359,484,000円"
第2302回,2008/03/25,9453,16口,"1,626,400円",270口,"67,700円",44口,"847,000円","1,679口","33,800円","307,739,600円"
第2303回,2008/03/26,7898,25口,"1,220,200円",180口,"101,600円",64口,"660,900円",998口,"50,800円","315,224,600円"
第2304回,2008/03/27,0726,76口,"555,200円",402口,"23,100円",240口,"289,100円","2,042口","11,500円","321,192,600円"
第2305回,2008/03/28,7048,34口,"1,011,100円",408口,"42,100円",105口,"526,600円","1,999口","21,000円","331,055,000円"
第2306回,2008/03/31,4330,42口,"1,088,500円",166口,"90,700円",102口,"589,600円",992口,"45,300円","368,680,000円"
