第4676回,2017/06/02,5351,15口,"1,194,600円",131口,"99,500円",49口,"647,000円",730口,"49,700円"
第4677回,2017/06/05,9295,10口,"1,322,400円",155口,"110,200円",58口,"716,300円",667口,"55,100円"
第4678回,2017/06/06,9179,22口,"1,069,000円",125口,"89,000円",55口,"579,000円",561口,"44,500円"
第4679回,2017/06/07,4874,15口,"1,014,400円",151口,"84,500円",62口,"549,400円",718口,"42,200円"
第4680回,2017/06/08,3847,20口,"605,600円",577口,"25,200円",120口,"315,400円","2,241口","12,600円"
第4681回,2017/06/09,3192,28口,"878,600円",319口,"36,600円",69口,"457,600円","1,638口","18,300円"
第4682回,2017/06/12,6669,23口,"1,090,300円",64口,"272,500円",63口,"681,400円",165口,"136,200円"
第4683回,2017/06/13,2318,37口,"683,900円",255口,"28,400円",112口,"356,100円","1,251口","14,200円"
第4684回,2017/06/14,4523,22口,"1,004,700円",304口,"41,800円",56口,"523,200円","1,332口","20,900円"
第4685回,2017/06/15,6003,18口,"1,095,600円",137口,"91,300円",53口,"593,400円",823口,"45,600円"
第4686回,2017/06/16,0823,53口,"596,900円",302口,"24,800円",147口,"310,800円","1,425口","12,400円"
第4687回,2017/06/19,0795,15口,"1,316,000円",353口,"54,800円",45口,"685,400円","1,557口","27,400円"
第4688回,2017/06/20,9963,18口,"976,400円",164口,"81,300円",63口,"528,800円",765口,"40,600円"
第4689回,2017/06/21,8627,30口,"912,500円",261口,"38,000円",68口,"475,200円","1,212口","19,000円"
第4690回,2017/06/22,6554,16口,"1,231,300円",139口,"102,600円",42口,"666,900円",693口,"51,300円"
第4691回,2017/06/23,8239,29口,"730,800円",587口,"30,400円",87口,"380,600円","1,975口","15,200円"
第4692回,2017/06/26,8766,20口,"1,387,300円",147口,"115,600円",38口,"751,400円",699口,"57,800円"
第4693回,2017/06/27,1171,33口,"489,600円",179口,"122,400円",101口,"306,000円",443口,"61,200円"
第4694回,2017/06/28,8647,26口,"838,000円",318口,"34,900円",79口,"436,400円","1,656口","17,400円"
第4695回,2017/06/29,0973,15口,"1,277,800円",273口,"53,200円",43口,"665,500円","1,333口","26,600円"
第4696回,2017/06/30,2450,20口,"951,600円",383口,"39,600円",70口,"495,600円","1,716口","19,800円"
