2014/06/03,3161,18口,"1,183,500円",128口,"98,600円",47口,"641,000円",719口,"49,300円","221,150,400円"
2014/06/04,2574,25口,"698,300円",511口,"29,000円",113口,"363,600円","2,118口","14,500円","231,661,000円"
2014/06/05,5574,21口,"915,600円",181口,"76,300円",79口,"495,900円",767口,"38,100円","225,525,800円"
2014/06/06,8616,19口,"1,189,400円",114口,"99,100円",55口,"644,200円",677口,"49,500円","228,631,800円"
2014/06/09,7601,15口,"1,195,000円",396口,"49,700円",62口,"622,300円","1,603口","24,800円","258,090,000円"
2014/06/10,1691,20口,"653,000円",278口,"54,400円",99口,"353,700円","1,344口","27,200円","221,731,000円"
2014/06/11,9444,12口,"1,163,300円",59口,"290,800円",61口,"727,000円",174口,"145,400円","223,946,600円"
2014/06/12,5173,14口,"881,500円",462口,"36,700円",74口,"459,100円","2,080口","18,300円","225,541,400円"
2014/06/13,5578,19口,"1,053,400円",159口,"87,700円",86口,"570,500円",665口,"43,800円","249,423,000円"
2014/06/16,0069,33口,"859,600円",232口,"71,600円",98口,"465,600円",982口,"35,800円","279,549,600円"
2014/06/17,3792,90口,"406,900円",465口,"16,900円",193口,"211,900円","1,940口","8,400円","226,393,200円"
2014/06/18,7660,18口,"1,393,500円",97口,"116,100円",52口,"754,800円",519口,"58,000円","234,967,800円"
2014/06/19,8842,9口,"1,338,500円",141口,"111,500円",63口,"725,000円",578口,"55,700円","234,864,600円"
2014/06/20,1836,31口,"716,500円",554口,"29,800円",92口,"373,100円","2,410口","14,900円","242,362,600円"
2014/06/23,0869,17口,"1,225,900円",420口,"51,000円",56口,"638,400円","1,735口","25,500円","271,926,800円"
2014/06/24,7130,28口,"776,600円",383口,"32,300円",83口,"404,400円","2,023口","16,100円","223,209,000円"
2014/06/25,7936,26口,"791,000円",482口,"32,900円",85口,"411,900円","2,163口","16,400円","238,059,600円"
2014/06/26,8636,23口,"1,058,000円",172口,"88,100円",62口,"573,000円",753口,"44,000円","240,512,200円"
2014/06/27,0313,64口,"505,200円",239口,"42,100円",157口,"273,600円","1,223口","21,000円","246,911,800円"
2014/06/30,6041,22口,"1,061,200円",439口,"44,200円",77口,"552,700円","1,796口","22,100円","277,853,200円"
