第4570回,2017/01/05,387,66口,"112,900円",369口,"18,800円",135口,"65,800円",700口,"9,400円",624口,"11,200円"
第4571回,2017/01/06,714,126口,"65,600円",678口,"10,900円",344口,"38,200円","1,292口","5,400円",443口,"6,500円"
第4572回,2017/01/09,076,78口,"102,500円",577口,"17,000円",176口,"59,700円","1,018口","8,500円",771口,"10,200円"
第4573回,2017/01/10,339,79口,"99,400円",270口,"33,100円",179口,"66,200円",259口,"16,500円",495口,"9,900円"
第4574回,2017/01/11,694,88口,"91,400円",485口,"15,200円",214口,"53,300円",980口,"7,600円",423口,"9,100円"
第4575回,2017/01/12,575,96口,"101,200円",217口,"33,700円",161口,"67,400円",249口,"16,800円",478口,"10,100円"
第4576回,2017/01/13,211,134口,"64,900円",388口,"21,600円",237口,"43,200円",605口,"10,800円",749口,"6,400円"
第4577回,2017/01/16,085,61口,"147,000円",442口,"24,500円",83口,"85,700円",805口,"12,200円",431口,"14,700円"
第4578回,2017/01/17,649,49口,"124,800円",381口,"20,800円",104口,"72,800円",701口,"10,400円",507口,"12,400円"
第4579回,2017/01/18,745,50口,"94,500円",597口,"15,700円",185口,"55,100円","1,005口","7,800円",491口,"9,400円"
第4580回,2017/01/19,697,104口,"79,000円",411口,"13,100円",270口,"46,000円",867口,"6,500円",537口,"7,900円"
第4581回,2017/01/20,859,75口,"87,900円",460口,"14,600円",231口,"51,200円",997口,"7,300円",534口,"8,700円"
第4582回,2017/01/23,857,71口,"102,100円",611口,"17,000円",165口,"59,500円","1,119口","8,500円",594口,"10,200円"
第4583回,2017/01/24,387,76口,"92,200円",381口,"15,300円",162口,"53,700円",784口,"7,600円",696口,"9,200円"
第4584回,2017/01/25,644,59口,"116,700円",224口,"38,900円",127口,"77,800円",242口,"19,400円",675口,"11,600円"
第4585回,2017/01/26,852,51口,"95,200円",608口,"15,800円",141口,"55,500円","1,318口","7,900円",433口,"9,500円"
第4586回,2017/01/27,132,46口,"107,000円",599口,"17,800円",121口,"62,400円","1,215口","8,900円",473口,"10,700円"
第4587回,2017/01/30,440,144口,"105,300円",291口,"35,100円",140口,"70,200円",329口,"17,500円",379口,"10,500円"
第4588回,2017/01/31,837,73口,"83,500円",502口,"13,900円",227口,"48,700円","1,020口","6,900円",634口,"8,300円"
