2017/02/02,292,67口,"100,200円",244口,"33,400円",171口,"66,800円",337口,"16,700円",433口,"10,000円"
2017/02/03,132,50口,"91,200円",817口,"15,200円",134口,"53,200円","1,487口","7,600円",379口,"9,100円"
2017/02/06,762,54口,"107,800円",658口,"17,900円",161口,"62,800円","1,159口","8,900円",575口,"10,700円"
2017/02/07,862,59口,"98,800円",542口,"16,400円",152口,"57,600円","1,189口","8,200円",278口,"9,800円"
2017/02/08,828,105口,"78,900円",295口,"26,300円",205口,"52,600円",268口,"13,100円",960口,"7,800円"
2017/02/09,070,54口,"136,600円",177口,"45,500円",89口,"91,000円",248口,"22,700円",387口,"13,600円"
2017/02/10,261,63口,"94,700円",579口,"15,700円",165口,"55,200円","1,187口","7,800円",407口,"9,400円"
2017/02/13,425,133口,"75,600円",650口,"12,600円",321口,"44,100円","1,140口","6,300円",558口,"7,500円"
2017/02/14,027,45口,"108,800円",433口,"18,100円",135口,"63,400円",830口,"9,000円",538口,"10,800円"
2017/02/15,089,42口,"87,000円",584口,"14,500円",218口,"50,700円","1,510口","7,200円",722口,"8,700円"
2017/02/16,464,46口,"149,600円",174口,"49,800円",108口,"99,700円",256口,"24,900円",425口,"14,900円"
2017/02/17,015,65口,"118,500円",424口,"19,700円",135口,"69,100円",906口,"9,800円",472口,"11,800円"
2017/02/20,890,89口,"97,200円",584口,"16,200円",253口,"56,700円","1,187口","8,100円",425口,"9,700円"
2017/02/21,866,45口,"119,000円",237口,"39,600円",83口,"79,300円",266口,"19,800円",852口,"11,900円"
2017/02/22,893,65口,"96,100円",442口,"16,000円",243口,"56,000円",935口,"8,000円",432口,"9,600円"
2017/02/23,840,37口,"136,800円",395口,"22,800円",110口,"79,800円",832口,"11,400円",342口,"13,600円"
2017/02/24,631,72口,"100,300円",563口,"16,700円",153口,"58,500円","1,236口","8,300円",486口,"10,000円"
2017/02/27,147,138口,"64,200円",894口,"10,700円",389口,"37,400円","1,659口","5,300円",773口,"6,400円"
2017/02/28,788,56口,"109,000円",272口,"36,300円",117口,"72,600円",349口,"18,100円",666口,"10,900円"
