第3214回,2011/10/03,418,201口,"63,400円",737口,"10,500円",441口,"36,900円","1,199口","5,200円",640口,"6,300円","105,047,600円"
第3215回,2011/10/04,854,72口,"88,000円",545口,"14,600円",201口,"51,300円","1,030口","7,300円",444口,"8,800円","80,323,800円"
第3216回,2011/10/05,256,91口,"81,400円",511口,"13,500円",208口,"47,400円","1,207口","6,700円",402口,"8,100円","79,319,600円"
第3217回,2011/10/06,047,85口,"91,200円",472口,"15,200円",183口,"53,200円","1,002口","7,600円",637口,"9,100円","84,693,600円"
第3218回,2011/10/07,208,106口,"86,400円",477口,"14,400円",245口,"50,400円",973口,"7,200円",569口,"8,600円","89,636,600円"
第3219回,2011/10/10,393,101口,"84,000円",382口,"28,000円",218口,"56,000円",441口,"14,000円",604口,"8,400円","94,818,600円"
第3220回,2011/10/11,644,51口,"130,300円",175口,"43,400円",86口,"86,800円",256口,"21,700円",506口,"13,000円","75,297,400円"
第3221回,2011/10/12,353,66口,"107,600円",273口,"35,800円",129口,"71,700円",332口,"17,900円",353口,"10,700円","79,843,800円"
第3222回,2011/10/13,589,85口,"100,600円",355口,"16,700円",215口,"58,600円",699口,"8,300円",440口,"10,000円","83,150,200円"
第3223回,2011/10/14,680,57口,"127,400円",384口,"21,200円",165口,"74,300円",811口,"10,600円",387口,"12,700円","91,653,800円"
第3224回,2011/10/17,957,91口,"110,400円",621口,"18,400円",160口,"64,400円","1,124口","9,200円",606口,"11,000円","108,531,000円"
第3225回,2011/10/18,082,61口,"124,900円",396口,"20,800円",104口,"72,800円",911口,"10,400円",340口,"12,400円","82,630,800円"
第3226回,2011/10/19,237,75口,"91,500円",519口,"15,200円",195口,"53,300円","1,127口","7,600円",462口,"9,100円","84,528,600円"
第3227回,2011/10/20,087,56口,"125,200円",343口,"20,800円",155口,"73,000円",833口,"10,400円",400口,"12,500円","87,140,600円"
第3228回,2011/10/21,859,65口,"118,700円",420口,"19,700円",162口,"69,200円",919口,"9,800円",383口,"11,800円","90,855,200円"
第3229回,2011/10/24,369,250口,"58,800円",820口,"9,800円",449口,"34,300円","1,403口","4,900円",611口,"5,800円","108,127,200円"
第3230回,2011/10/25,760,43口,"148,900円",379口,"24,800円",108口,"86,800円",755口,"12,400円",255口,"14,800円","85,252,200円"
第3231回,2011/10/26,877,78口,"95,200円",302口,"31,700円",134口,"63,400円",455口,"15,800円",744口,"9,500円","88,508,600円"
第3232回,2011/10/27,856,73口,"91,700円",649口,"15,200円",206口,"53,400円","1,219口","7,600円",369口,"9,100円","89,631,800円"
第3233回,2011/10/28,677,112口,"91,800円",326口,"30,600円",174口,"61,200円",491口,"15,300円",462口,"9,100円","94,835,200円"
第3234回,2011/10/31,488,83口,"125,000円",295口,"41,600円",141口,"83,300円",335口,"20,800円",707口,"12,500円","111,699,800円"
