第4955回,2018/07/03,489,79口,"104,200円",314口,"17,300円",161口,"60,700円",708口,"8,600円",406口,"10,400円"
第4956回,2018/07/04,901,90口,"77,400円",578口,"12,900円",237口,"45,100円","1,070口","6,400円",344口,"7,700円"
第4957回,2018/07/05,668,54口,"117,800円",233口,"39,200円",105口,"78,500円",246口,"19,600円",476口,"11,700円"
第4958回,2018/07/06,870,80口,"89,200円",404口,"14,800円",227口,"52,000円",738口,"7,400円",468口,"8,900円"
第4959回,2018/07/09,061,55口,"118,600円",513口,"19,700円",140口,"69,100円",969口,"9,800円",421口,"11,800円"
第4960回,2018/07/10,625,114口,"72,200円",476口,"12,000円",231口,"42,100円",836口,"6,000円",693口,"7,200円"
第4961回,2018/07/11,223,95口,"84,200円",235口,"28,000円",195口,"56,100円",261口,"14,000円",555口,"8,400円"
第4962回,2018/07/12,205,58口,"115,000円",369口,"19,100円",154口,"67,000円",657口,"9,500円",300口,"11,500円"
第4963回,2018/07/13,989,71口,"111,400円",261口,"37,100円",127口,"74,200円",302口,"18,500円",360口,"11,100円"
第4964回,2018/07/16,176,85口,"75,700円",800口,"12,600円",163口,"44,100円","1,558口","6,300円",431口,"7,500円"
第4965回,2018/07/17,877,48口,"87,800円",301口,"29,200円",128口,"58,500円",409口,"14,600円",638口,"8,700円"
第4966回,2018/07/18,580,54口,"104,500円",418口,"17,400円",166口,"60,900円",814口,"8,700円",272口,"10,400円"
第4967回,2018/07/19,051,58口,"96,600円",446口,"16,100円",148口,"56,300円",967口,"8,000円",367口,"9,600円"
第4968回,2018/07/20,115,156口,"57,700円",346口,"19,200円",335口,"38,400円",361口,"9,600円",489口,"5,700円"
第4969回,2018/07/23,330,121口,"78,500円",346口,"26,100円",255口,"52,300円",317口,"13,000円",336口,"7,800円"
第4970回,2018/07/24,977,40口,"144,400円",151口,"48,100円",90口,"96,200円",225口,"24,000円",293口,"14,400円"
第4971回,2018/07/25,778,94口,"83,300円",295口,"27,700円",156口,"55,500円",318口,"13,800円",511口,"8,300円"
第4972回,2018/07/26,220,94口,"87,600円",268口,"29,200円",189口,"58,400円",276口,"14,600円",293口,"8,700円"
第4973回,2018/07/27,241,54口,"94,900円",560口,"15,800円",147口,"55,300円","1,076口","7,900円",493口,"9,400円"
第4974回,2018/07/30,096,81口,"117,500円",520口,"19,500円",123口,"68,500円",872口,"9,700円",502口,"11,700円"
第4975回,2018/07/31,430,72口,"111,800円",352口,"18,600円",162口,"65,200円",639口,"9,300円",281口,"11,100円"
