第4309回,2016/01/04,748,51口,"113,600円",502口,"18,900円",187口,"66,200円",937口,"9,400円",456口,"11,300円"
第4310回,2016/01/05,988,98口,"87,400円",293口,"29,100円",207口,"58,200円",364口,"14,500円",554口,"8,700円"
第4311回,2016/01/06,274,100口,"82,500円",568口,"13,700円",220口,"48,100円","1,145口","6,800円",540口,"8,200円"
第4312回,2016/01/07,603,75口,"103,100円",419口,"17,100円",191口,"60,100円",902口,"8,500円",403口,"10,300円"
第4313回,2016/01/08,797,58口,"108,300円",227口,"36,100円",182口,"72,200円",234口,"18,000円",730口,"10,800円"
第4314回,2016/01/11,787,118口,"84,800円",432口,"28,200円",209口,"56,500円",501口,"14,100円",502口,"8,400円"
第4315回,2016/01/12,946,77口,"81,400円",415口,"13,500円",188口,"47,400円",932口,"6,700円","1,252口","8,100円"
第4316回,2016/01/13,081,54口,"108,900円",519口,"18,100円",137口,"63,500円","1,103口","9,000円",375口,"10,800円"
第4317回,2016/01/14,727,95口,"89,900円",216口,"29,900円",205口,"59,900円",262口,"14,900円",649口,"8,900円"
第4318回,2016/01/15,992,57口,"108,500円",322口,"36,100円",147口,"72,300円",423口,"18,000円",419口,"10,800円"
第4319回,2016/01/18,283,111口,"89,700円",624口,"14,900円",211口,"52,300円","1,282口","7,400円",480口,"8,900円"
第4320回,2016/01/19,392,62口,"100,000円",458口,"16,600円",175口,"58,300円",969口,"8,300円",277口,"10,000円"
第4321回,2016/01/20,814,116口,"75,400円",547口,"12,500円",243口,"43,900円","1,064口","6,200円",483口,"7,500円"
第4322回,2016/01/21,725,196口,"49,500円",718口,"8,200円",454口,"28,800円","1,175口","4,100円",729口,"4,900円"
第4323回,2016/01/22,751,60口,"88,100円",655口,"14,600円",166口,"51,300円","1,232口","7,300円",698口,"8,800円"
第4324回,2016/01/25,211,88口,"84,200円",446口,"28,000円",191口,"56,100円",531口,"14,000円",621口,"8,400円"
第4325回,2016/01/26,564,39口,"136,500円",387口,"22,700円",109口,"79,600円",718口,"11,300円",342口,"13,600円"
第4326回,2016/01/27,504,78口,"109,400円",408口,"18,200円",175口,"63,800円",802口,"9,100円",377口,"10,900円"
第4327回,2016/01/28,234,74口,"92,000円",502口,"15,300円",212口,"53,600円","1,003口","7,600円",429口,"9,200円"
第4328回,2016/01/29,694,36口,"134,700円",377口,"22,400円",141口,"78,500円",781口,"11,200円",340口,"13,400円"
