第4889回,2018/04/02,684,99口,"102,200円",665口,"17,000円",159口,"59,600円","1,045口","8,500円",424口,"10,200円"
第4890回,2018/04/03,507,76口,"99,600円",411口,"16,600円",187口,"58,100円",660口,"8,300円",377口,"9,900円"
第4891回,2018/04/04,750,63口,"107,500円",418口,"17,900円",166口,"62,700円",740口,"8,900円",358口,"10,700円"
第4892回,2018/04/05,352,42口,"100,400円",644口,"16,700円",128口,"58,500円","1,123口","8,300円",359口,"10,000円"
第4893回,2018/04/06,516,96口,"82,800円",462口,"13,800円",261口,"48,300円",867口,"6,900円",400口,"8,200円"
第4894回,2018/04/09,760,77口,"116,200円",503口,"19,300円",131口,"67,700円",911口,"9,600円",554口,"11,600円"
第4895回,2018/04/10,016,54口,"92,800円",586口,"15,400円",167口,"54,100円","1,130口","7,700円",335口,"9,200円"
第4896回,2018/04/11,759,36口,"124,000円",368口,"20,600円",147口,"72,300円",709口,"10,300円",384口,"12,400円"
第4897回,2018/04/12,196,46口,"100,600円",529口,"16,700円",145口,"58,600円","1,111口","8,300円",392口,"10,000円"
第4898回,2018/04/13,775,80口,"118,100円",239口,"39,300円",148口,"78,700円",243口,"19,600円",545口,"11,800円"
第4899回,2018/04/16,118,129口,"86,000円",379口,"28,600円",265口,"57,300円",348口,"14,300円",571口,"8,600円"
第4900回,2018/04/17,993,59口,"132,300円",179口,"44,100円",122口,"88,200円",225口,"22,000円",374口,"13,200円"
第4901回,2018/04/18,984,46口,"122,500円",424口,"20,400円",112口,"71,400円",915口,"10,200円",440口,"12,200円"
第4902回,2018/04/19,159,63口,"98,600円",559口,"16,400円",186口,"57,500円",884口,"8,200円",381口,"9,800円"
第4903回,2018/04/20,955,51口,"111,200円",322口,"37,000円",135口,"74,100円",323口,"18,500円",547口,"11,100円"
第4904回,2018/04/23,716,113口,"85,500円",608口,"14,200円",289口,"49,800円",962口,"7,100円",603口,"8,500円"
第4905回,2018/04/24,936,64口,"82,700円",615口,"13,700円",171口,"48,200円","1,231口","6,800円",555口,"8,200円"
第4906回,2018/04/25,081,105口,"90,800円",515口,"15,100円",158口,"52,900円","1,075口","7,500円",382口,"9,000円"
第4907回,2018/04/26,355,87口,"99,800円",293口,"33,200円",158口,"66,500円",271口,"16,600円",459口,"9,900円"
第4908回,2018/04/27,714,123口,"63,300円",753口,"10,500円",399口,"36,900円","1,305口","5,200円",462口,"6,300円"
第4909回,2018/04/30,002,56口,"141,900円",239口,"47,300円",115口,"94,600円",275口,"23,600円",421口,"14,100円"
