第5341回,2020/01/06,887,78口,"115,200円",367口,"38,400円",209口,"76,800円",441口,"19,200円",834口,"11,500円"
第5342回,2020/01/07,109,96口,"87,400円",501口,"14,500円",283口,"50,900円",914口,"7,200円",427口,"8,700円"
第5343回,2020/01/08,527,106口,"75,400円",633口,"12,500円",270口,"43,900円","1,099口","6,200円",698口,"7,500円"
第5344回,2020/01/09,409,88口,"101,300円",459口,"16,800円",236口,"59,000円",779口,"8,400円",382口,"10,100円"
第5345回,2020/01/10,785,48口,"105,800円",578口,"17,600円",181口,"61,700円","1,175口","8,800円",592口,"10,500円"
第5346回,2020/01/13,705,112口,"94,500円",558口,"15,700円",297口,"55,100円",919口,"7,800円",543口,"9,400円"
第5347回,2020/01/14,428,110口,"78,200円",586口,"13,000円",286口,"45,600円",955口,"6,500円",495口,"7,800円"
第5348回,2020/01/15,565,40口,"141,100円",227口,"47,000円",111口,"94,000円",285口,"23,500円",511口,"14,100円"
第5349回,2020/01/16,592,55口,"107,600円",503口,"17,900円",158口,"62,700円","1,206口","8,900円",448口,"10,700円"
第5350回,2020/01/17,626,79口,"96,500円",289口,"32,100円",215口,"64,300円",299口,"16,000円",652口,"9,600円"
