第0979回,2002/03/04,011,351口,"82,500円",692口,"27,500円",411口,"55,000円","1,071口","13,700円",832口,"8,200円","204,994,400円"
第0980回,2002/03/06,420,257口,"100,400円",973口,"16,700円",311口,"58,500円","1,680口","8,300円",641口,"10,000円","179,666,200円"
第0981回,2002/03/08,250,211口,"112,200円","1,076口","18,700円",273口,"65,400円","1,847口","9,300円",520口,"11,200円","188,496,000円"
第0982回,2002/03/11,071,143口,"145,600円",963口,"24,200円",185口,"84,900円","1,891口","12,100円",600口,"14,500円","203,609,800円"
第0983回,2002/03/13,727,347口,"71,400円",610口,"23,800円",534口,"47,600円",873口,"11,900円","1,025口","7,100円","183,155,800円"
第0984回,2002/03/15,824,261口,"90,100円","1,039口","15,000円",416口,"52,500円","1,867口","7,500円",884口,"9,000円","184,540,200円"
第0985回,2002/03/18,622,305口,"85,100円",583口,"28,300円",365口,"56,700円","1,138口","14,100円","1,062口","8,500円","196,445,200円"
第0986回,2002/03/20,505,352口,"87,000円",386口,"29,000円",391口,"58,000円",517口,"14,500円",721口,"8,700円","174,114,200円"
第0987回,2002/03/22,683,157口,"103,600円",995口,"17,200円",303口,"60,400円","2,125口","8,600円",617口,"10,300円","170,111,400円"
第0988回,2002/03/25,241,245口,"91,900円","1,307口","15,300円",325口,"53,600円","2,452口","7,600円",722口,"9,100円","189,757,000円"
第0989回,2002/03/27,979,207口,"104,700円",401口,"34,900円",347口,"69,800円",500口,"17,400円",585口,"10,400円","166,168,400円"
第0990回,2002/03/29,543,211口,"109,200円",879口,"18,200円",291口,"63,700円","1,604口","9,100円",752口,"10,900円","178,638,800円"
