第5190回,2019/06/03,383,65口,"130,700円",264口,"43,500円",138口,"87,100円",295口,"21,700円",391口,"13,000円"
第5191回,2019/06/04,755,65口,"113,000円",222口,"37,600円",94口,"75,300円",247口,"18,800円",582口,"11,300円"
第5192回,2019/06/05,342,47口,"105,800円",520口,"17,600円",104口,"61,700円","1,125口","8,800円",497口,"10,500円"
第5193回,2019/06/06,856,53口,"108,700円",383口,"18,100円",156口,"63,400円",791口,"9,000円",518口,"10,800円"
第5194回,2019/06/07,397,61口,"105,500円",396口,"17,500円",165口,"61,500円",826口,"8,700円",461口,"10,500円"
第5195回,2019/06/10,814,123口,"86,900円",653口,"14,400円",213口,"50,600円","1,032口","7,200円",442口,"8,600円"
第5196回,2019/06/11,080,39口,"123,500円",262口,"41,100円",120口,"82,300円",222口,"20,500円",373口,"12,300円"
第5197回,2019/06/12,246,148口,"63,600円",526口,"10,600円",295口,"37,100円","1,042口","5,300円",528口,"6,300円"
第5198回,2019/06/13,560,105口,"96,800円",355口,"16,100円",175口,"56,400円",635口,"8,000円",356口,"9,600円"
第5199回,2019/06/14,683,88口,"86,300円",725口,"14,300円",187口,"50,300円","1,401口","7,100円",371口,"8,600円"
第5200回,2019/06/17,226,167口,"69,800円",475口,"23,200円",310口,"46,500円",495口,"11,600円",518口,"6,900円"
第5201回,2019/06/18,055,61口,"113,900円",253口,"37,900円",117口,"75,900円",295口,"18,900円",452口,"11,300円"
第5202回,2019/06/19,377,82口,"105,100円",268口,"35,000円",111口,"70,000円",314口,"17,500円",486口,"10,500円"
第5203回,2019/06/20,942,41口,"113,900円",463口,"18,900円",129口,"66,400円",941口,"9,400円",499口,"11,300円"
第5204回,2019/06/21,180,42口,"91,900円",662口,"15,300円",189口,"53,600円","1,486口","7,600円",365口,"9,100円"
第5205回,2019/06/24,011,113口,"86,800円",430口,"28,900円",146口,"57,800円",488口,"14,400円",670口,"8,600円"
第5206回,2019/06/25,957,49口,"118,500円",430口,"19,700円",152口,"69,100円",718口,"9,800円",367口,"11,800円"
第5207回,2019/06/26,720,107口,"93,600円",460口,"15,600円",197口,"54,600円",785口,"7,800円",369口,"9,300円"
第5208回,2019/06/27,928,102口,"73,400円",491口,"12,200円",270口,"42,800円",852口,"6,100円",740口,"7,300円"
第5209回,2019/06/28,202,100口,"91,100円",316口,"30,300円",176口,"60,700円",369口,"15,100円",441口,"9,100円"
