第4806回,2017/12/01,242,45口,"122,900円",254口,"40,900円",97口,"81,900円",374口,"20,400円",361口,"12,200円"
第4807回,2017/12/04,945,70口,"93,900円",653口,"15,600円",205口,"54,700円","1,085口","7,800円",422口,"9,300円"
第4808回,2017/12/05,233,42口,"125,200円",198口,"41,700円",81口,"83,400円",253口,"20,800円",562口,"12,500円"
第4809回,2017/12/06,218,89口,"69,700円",524口,"11,600円",254口,"40,600円","1,101口","5,800円",581口,"6,900円"
第4810回,2017/12/07,618,120口,"67,800円",491口,"11,300円",296口,"39,500円",911口,"5,600円",406口,"6,700円"
第4811回,2017/12/08,937,34口,"116,300円",354口,"19,300円",120口,"67,800円","1,071口","9,600円",495口,"11,600円"
第4812回,2017/12/11,278,95口,"79,800円",629口,"13,300円",232口,"46,500円","1,250口","6,600円",751口,"7,900円"
第4813回,2017/12/12,276,47口,"97,900円",434口,"16,300円",180口,"57,100円",948口,"8,100円",326口,"9,700円"
第4814回,2017/12/13,043,53口,"122,700円",357口,"20,400円",111口,"71,500円",744口,"10,200円",375口,"12,200円"
第4815回,2017/12/14,078,50口,"118,700円",325口,"19,700円",122口,"69,200円",733口,"9,800円",461口,"11,800円"
第4816回,2017/12/15,542,41口,"123,800円",487口,"20,600円",116口,"72,200円","1,111口","10,300円",355口,"12,300円"
第4817回,2017/12/18,325,186口,"67,600円",792口,"11,200円",309口,"39,400円","1,192口","5,600円",656口,"6,700円"
第4818回,2017/12/19,162,41口,"95,800円",605口,"15,900円",128口,"55,800円","1,390口","7,900円",392口,"9,500円"
第4819回,2017/12/20,351,96口,"68,200円",751口,"11,300円",233口,"39,700円","1,506口","5,600円",560口,"6,800円"
第4820回,2017/12/21,663,48口,"127,900円",228口,"42,600円",112口,"85,200円",255口,"21,300円",456口,"12,700円"
第4821回,2017/12/22,288,43口,"134,600円",201口,"44,800円",99口,"89,700円",295口,"22,400円",584口,"13,400円"
第4822回,2017/12/25,720,94口,"102,000円",530口,"17,000円",231口,"59,500円","1,047口","8,500円",416口,"10,200円"
第4823回,2017/12/26,809,116口,"52,800円",818口,"8,800円",453口,"30,800円","1,533口","4,400円",544口,"5,200円"
第4824回,2017/12/27,372,77口,"81,300円",640口,"13,500円",185口,"47,400円","1,428口","6,700円",461口,"8,100円"
第4825回,2017/12/28,591,63口,"112,500円",398口,"18,700円",149口,"65,600円",952口,"9,300円",427口,"11,200円"
第4826回,2017/12/29,842,73口,"95,700円",655口,"15,900円",158口,"55,800円","1,350口","7,900円",522口,"9,500円"
