第0864回,2001/06/04,426,391口,"65,800円","1,650口","10,900円",521口,"38,300円","2,395口","5,400円","1,198口","6,500円","188,724,200円"
第0865回,2001/06/06,329,353口,"60,600円","1,156口","10,100円",623口,"35,300円","2,464口","5,000円","1,011口","6,000円","163,766,600円"
第0866回,2001/06/08,571,253口,"85,400円","1,160口","14,200円",365口,"49,800円","2,270口","7,100円",550口,"8,500円","171,532,000円"
第0867回,2001/06/11,432,284口,"85,800円","1,070口","14,300円",384口,"50,000円","1,868口","7,100円","1,020口","8,500円","180,129,600円"
第0868回,2001/06/13,634,330口,"79,000円",971口,"13,100円",395口,"46,000円","1,547口","6,500円",576口,"7,900円","159,586,000円"
第0869回,2001/06/15,245,251口,"90,700円","1,008口","15,100円",371口,"52,900円","1,776口","7,500円",756口,"9,000円","173,318,400円"
第0870回,2001/06/18,772,221口,"99,100円",611口,"33,000円",296口,"66,000円","1,177口","16,500円",613口,"9,900円","193,730,800円"
第0871回,2001/06/20,639,464口,"44,700円","1,754口","7,400円",718口,"26,000円","3,059口","3,700円","2,948口","4,400円","171,522,400円"
第0872回,2001/06/22,755,163口,"143,900円",303口,"47,900円",192口,"95,900円",506口,"23,900円",805口,"14,300円","178,082,400円"
第0873回,2001/06/25,367,333口,"78,200円","1,340口","13,000円",492口,"45,600円","2,231口","6,500円",799口,"7,800円","192,798,600円"
第0874回,2001/06/27,454,201口,"125,800円",380口,"41,900円",231口,"83,800円",569口,"20,900円",483口,"12,500円","174,772,200円"
第0875回,2001/06/29,778,199口,"145,900円",276口,"48,600円",231口,"97,200円",425口,"24,300円",589口,"14,500円","186,341,800円"
