第4460回,2016/08/02,206,57口,"101,400円",401口,"16,900円",187口,"59,100円",769口,"8,400円",305口,"10,100円"
第4461回,2016/08/03,308,103口,"62,900円",661口,"10,400円",311口,"36,600円","1,414口","5,200円",392口,"6,200円"
第4462回,2016/08/04,867,42口,"127,100円",300口,"21,100円",148口,"74,100円",623口,"10,500円",376口,"12,700円"
第4463回,2016/08/05,623,108口,"68,700円",571口,"11,400円",298口,"40,000円","1,026口","5,700円",527口,"6,800円"
第4464回,2016/08/08,682,58口,"98,100円",663口,"16,300円",136口,"57,200円","1,416口","8,100円",400口,"9,800円"
第4465回,2016/08/09,058,45口,"113,900円",382口,"18,900円",127口,"66,400円",770口,"9,400円",339口,"11,300円"
第4466回,2016/08/10,472,69口,"86,300円",524口,"14,300円",182口,"50,300円","1,132口","7,100円",447口,"8,600円"
第4467回,2016/08/11,067,50口,"110,300円",353口,"18,300円",148口,"64,300円",714口,"9,100円",313口,"11,000円"
第4468回,2016/08/12,377,73口,"88,200円",221口,"29,400円",148口,"58,800円",327口,"14,700円",940口,"8,800円"
第4469回,2016/08/15,367,89口,"88,700円",603口,"14,700円",268口,"51,700円",966口,"7,300円",390口,"8,800円"
第4470回,2016/08/16,773,178口,"70,700円",238口,"23,500円",215口,"47,100円",302口,"11,700円",431口,"7,000円"
第4471回,2016/08/17,001,39口,"155,800円",167口,"51,900円",84口,"103,800円",277口,"25,900円",306口,"15,500円"
第4472回,2016/08/18,142,59口,"100,800円",500口,"16,800円",124口,"58,800円","1,039口","8,400円",422口,"10,000円"
第4473回,2016/08/19,768,44口,"131,100円",353口,"21,800円",146口,"76,400円",642口,"10,900円",407口,"13,100円"
第4474回,2016/08/22,621,121口,"72,900円",669口,"12,100円",284口,"42,500円","1,241口","6,000円",441口,"7,200円"
第4475回,2016/08/23,695,84口,"96,100円",416口,"16,000円",164口,"56,000円",818口,"8,000円",349口,"9,600円"
第4476回,2016/08/24,431,56口,"103,800円",415口,"17,300円",116口,"60,500円","1,026口","8,600円",554口,"10,300円"
第4477回,2016/08/25,111,459口,"68,000円",該当なし,該当なし,該当なし,該当なし,該当なし,該当なし,656口,"6,800円"
第4478回,2016/08/26,100,189口,"51,500円",380口,"17,100円",285口,"34,300円",534口,"8,500円",972口,"5,100円"
第4479回,2016/08/29,595,59口,"142,900円",209口,"47,600円",117口,"95,200円",298口,"23,800円",330口,"14,200円"
第4480回,2016/08/30,988,59口,"112,800円",182口,"37,600円",113口,"75,200円",275口,"18,800円",493口,"11,200円"
第4481回,2016/08/31,103,80口,"81,900円",506口,"13,600円",275口,"47,700円",976口,"6,800円",387口,"8,100円"
