第0916回,2001/10/03,276,172口,"107,100円",895口,"17,800円",275口,"62,400円","1,864口","8,900円",445口,"10,700円","162,225,800円"
第0917回,2001/10/05,502,270口,"86,500円",889口,"14,400円",423口,"50,400円","1,706口","7,200円",678口,"8,600円","168,301,200円"
第0918回,2001/10/08,997,225口,"99,500円",340口,"33,100円",386口,"66,300円",401口,"16,500円",479口,"9,900円","157,108,200円"
第0919回,2001/10/10,223,359口,"61,800円",590口,"20,600円",430口,"41,200円","1,046口","10,300円",789口,"6,100円","150,599,400円"
第0920回,2001/10/12,498,135口,"131,700円",629口,"21,900円",270口,"76,800円","1,294口","10,900円",552口,"13,100円","164,078,600円"
第0921回,2001/10/15,315,528口,"51,500円","1,726口","8,500円",750口,"30,000円","2,424口","4,200円","1,002口","5,100円","178,187,200円"
第0922回,2001/10/17,893,305口,"63,000円",923口,"10,500円",705口,"36,700円","1,849口","5,200円",537口,"6,300円","150,948,400円"
第0923回,2001/10/19,232,287口,"84,000円",418口,"28,000円",336口,"56,000円",721口,"14,000円","1,001口","8,400円","162,560,600円"
第0924回,2001/10/22,511,237口,"100,600円",440口,"33,500円",290口,"67,000円",689口,"16,700円",706口,"10,000円","170,519,600円"
第0925回,2001/10/24,971,130口,"133,700円",731口,"22,200円",183口,"77,900円","1,613口","11,100円",375口,"13,300円","157,726,000円"
第0926回,2001/10/26,373,362口,"77,000円",580口,"25,600円",432口,"51,300円",833口,"12,800円",484口,"7,700円","176,522,800円"
第0927回,2001/10/29,468,449口,"68,900円","1,225口","11,400円",554口,"40,100円","1,924口","5,700円",703口,"6,800円","184,981,800円"
第0928回,2001/10/31,848,160口,"140,300円",286口,"46,700円",238口,"93,500円",452口,"23,300円",502口,"14,000円","168,261,600円"
