2013/12/03,752,84口,"86,800円",562口,"14,400円",149口,"50,600円","1,126口","7,200円",305口,"8,600円","75,053,600円"
2013/12/04,928,93口,"77,900円",461口,"12,900円",249口,"45,400円",908口,"6,400円",487口,"7,700円","76,111,200円"
2013/12/05,674,88口,"95,400円",371口,"15,900円",153口,"55,600円",768口,"7,900円",609口,"9,500円","77,243,800円"
2013/12/06,443,75口,"110,300円",203口,"36,700円",154口,"73,500円",224口,"18,300円",375口,"11,000円","78,489,400円"
2013/12/09,542,91口,"92,500円",664口,"15,400円",165口,"53,900円","1,231口","7,700円",558口,"9,200円","93,813,800円"
2013/12/10,023,53口,"104,400円",400口,"17,400円",136口,"60,900円",889口,"8,700円",483口,"10,400円","74,567,400円"
2013/12/11,622,86口,"80,700円",282口,"26,900円",160口,"53,800円",403口,"13,400円",881口,"8,000円","79,299,800円"
2013/12/12,372,56口,"95,300円",523口,"15,800円",148口,"55,500円","1,200口","7,900円",350口,"9,500円","77,198,800円"
2013/12/13,186,128口,"72,500円",532口,"12,000円",272口,"42,200円","1,316口","6,000円",455口,"7,200円","85,561,800円"
2013/12/16,515,159口,"74,600円",451口,"24,800円",229口,"49,700円",506口,"12,400円",665口,"7,400円","101,617,200円"
2013/12/17,576,31口,"120,100円",454口,"20,000円",130口,"70,000円",909口,"10,000円",384口,"12,000円","79,176,400円"
2013/12/18,107,112口,"83,100円",403口,"13,800円",241口,"48,400円",745口,"6,900円",422口,"8,300円","78,344,400円"
2013/12/19,540,44口,"143,700円",333口,"23,900円",92口,"83,800円",757口,"11,900円",289口,"14,300円","78,317,800円"
2013/12/20,879,65口,"105,000円",447口,"17,500円",154口,"61,200円",890口,"8,700円",445口,"10,500円","81,267,000円"
2013/12/23,997,60口,"131,400円",210口,"43,800円",152口,"87,600円",243口,"21,900円",436口,"13,100円","92,153,600円"
2013/12/24,456,107口,"83,300円",436口,"13,800円",260口,"48,500円",660口,"6,900円",407口,"8,300円","79,067,800円"
2013/12/25,271,73口,"100,900円",502口,"16,800円",156口,"58,800円","1,159口","8,400円",327口,"10,000円","84,537,200円"
2013/12/26,672,60口,"101,200円",522口,"16,800円",151口,"59,000円","1,099口","8,400円",452口,"10,100円","83,634,000円"
2013/12/27,127,206口,"58,900円",560口,"9,800円",394口,"34,300円","1,018口","4,900円",860口,"5,800円","91,709,600円"
2013/12/30,549,80口,"104,900円",612口,"17,400円",192口,"61,100円","1,235口","8,700円",572口,"10,400円","105,959,800円"
