第4374回,2016/04/04,304,123口,"92,300円",538口,"15,300円",235口,"53,800円",920口,"7,600円",460口,"9,200円"
第4375回,2016/04/05,602,61口,"129,800円",301口,"21,600円",132口,"75,700円",598口,"10,800円",347口,"12,900円"
第4376回,2016/04/06,878,79口,"114,000円",223口,"38,000円",120口,"76,000円",270口,"19,000円",439口,"11,400円"
第4377回,2016/04/07,065,44口,"127,500円",313口,"21,200円",87口,"74,300円",711口,"10,600円",490口,"12,700円"
第4378回,2016/04/08,863,43口,"98,000円",570口,"16,300円",181口,"57,100円","1,137口","8,100円",409口,"9,800円"
第4379回,2016/04/11,900,92口,"94,100円",316口,"31,300円",179口,"62,700円",320口,"15,600円",869口,"9,400円"
第4380回,2016/04/12,813,83口,"73,000円",549口,"12,100円",254口,"42,500円","1,256口","6,000円",400口,"7,300円"
第4381回,2016/04/13,763,57口,"117,500円",426口,"19,500円",134口,"68,500円",760口,"9,700円",239口,"11,700円"
第4382回,2016/04/14,661,79口,"97,300円",278口,"32,400円",136口,"64,800円",388口,"16,200円",302口,"9,700円"
第4383回,2016/04/15,836,67口,"91,200円",591口,"15,200円",192口,"53,200円","1,106口","7,600円",683口,"9,100円"
第4384回,2016/04/18,180,77口,"97,400円",688口,"16,200円",206口,"56,800円","1,302口","8,100円",396口,"9,700円"
第4385回,2016/04/19,230,63口,"104,400円",504口,"17,400円",136口,"60,900円",973口,"8,700円",345口,"10,400円"
第4386回,2016/04/20,660,158口,"69,200円",385口,"23,000円",202口,"46,100円",390口,"11,500円",566口,"6,900円"
第4387回,2016/04/21,603,110口,"63,600円",676口,"10,600円",289口,"37,100円","1,332口","5,300円",446口,"6,300円"
第4388回,2016/04/22,099,67口,"105,600円",238口,"35,200円",130口,"70,400円",307口,"17,600円",814口,"10,500円"
第4389回,2016/04/25,188,118口,"84,500円",353口,"28,100円",218口,"56,300円",463口,"14,000円",719口,"8,400円"
第4390回,2016/04/26,263,74口,"91,800円",564口,"15,300円",155口,"53,500円","1,189口","7,600円",441口,"9,100円"
第4391回,2016/04/27,962,49口,"112,600円",484口,"18,700円",144口,"65,600円","1,066口","9,300円",360口,"11,200円"
第4392回,2016/04/28,183,105口,"73,900円",665口,"12,300円",226口,"43,100円","1,395口","6,100円",364口,"7,300円"
第4393回,2016/04/29,183,72口,"86,400円",554口,"14,400円",204口,"50,400円","1,297口","7,200円",270口,"8,600円"
