第2008回,2007/02/01,624,189口,"69,900円",823口,"11,600円",356口,"40,700円","1,352口","5,800円",558口,"6,900円","109,229,400円"
第2009回,2007/02/02,594,252口,"74,800円",601口,"12,400円",287口,"43,600円","1,359口","6,200円",553口,"7,400円","114,470,800円"
第2010回,2007/02/05,412,234口,"74,800円","1,133口","12,400円",401口,"43,600円","1,810口","6,200円",695口,"7,400円","145,816,000円"
第2011回,2007/02/06,815,268口,"72,600円",596口,"12,100円",282口,"42,300円",995口,"6,000円",500口,"7,200円","107,274,800円"
第2012回,2007/02/07,539,115口,"91,400円",655口,"15,200円",250口,"53,300円","1,133口","7,600円",627口,"9,100円","107,176,600円"
第2013回,2007/02/08,874,273口,"73,800円",612口,"12,300円",260口,"43,000円","1,128口","6,100円",385口,"7,300円","108,233,400円"
第2014回,2007/02/09,008,205口,"104,100円",230口,"34,700円",167口,"69,400円",332口,"17,300円",437口,"10,400円","113,904,400円"
第2015回,2007/02/12,842,133口,"88,300円","1,012口","14,700円",227口,"51,500円","1,608口","7,300円",568口,"8,800円","122,706,400円"
第2016回,2007/02/13,268,129口,"85,700円",614口,"14,200円",275口,"49,900円","1,121口","7,100円",407口,"8,500円","100,173,400円"
第2017回,2007/02/14,315,246口,"54,500円",867口,"9,000円",443口,"31,700円","1,636口","4,500円",382口,"5,400円","99,866,400円"
第2018回,2007/02/15,453,145口,"80,300円",757口,"13,300円",248口,"46,800円","1,369口","6,600円","1,019口","8,000円","112,805,600円"
第2019回,2007/02/16,519,239口,"75,200円",605口,"12,500円",364口,"43,800円","1,218口","6,200円",458口,"7,500円","117,032,600円"
第2020回,2007/02/19,449,146口,"110,200円",341口,"36,700円",253口,"73,400円",498口,"18,300円",638口,"11,000円","140,948,600円"
第2021回,2007/02/20,027,95口,"101,200円",536口,"16,800円",199口,"59,000円","1,108口","8,400円",689口,"10,100円","103,888,000円"
第2022回,2007/02/21,240,83口,"102,500円",597口,"17,000円",198口,"59,700円","1,341口","8,500円",396口,"10,200円","102,391,200円"
第2023回,2007/02/22,705,182口,"94,000円",395口,"15,600円",288口,"54,800円",754口,"7,800円",348口,"9,400円","107,338,000円"
第2024回,2007/02/23,939,104口,"122,500円",258口,"40,800円",150口,"81,600円",345口,"20,400円",563口,"12,200円","109,988,000円"
第2025回,2007/02/26,964,157口,"94,000円",879口,"15,600円",253口,"54,800円","1,671口","7,800円",694口,"9,400円","137,851,400円"
第2026回,2007/02/27,160,75口,"134,900円",464口,"22,400円",155口,"78,600円",955口,"11,200円",276口,"13,400円","104,928,800円"
第2027回,2007/02/28,172,134口,"92,600円",678口,"15,400円",191口,"54,000円","1,400口","7,700円",502口,"9,200円","108,143,200円"
