第5146回,2019/04/02,502,62口,"107,700円",401口,"17,900円",168口,"62,800円",723口,"8,900円",446口,"10,700円"
第5147回,2019/04/03,942,42口,"115,900円",599口,"19,300円",91口,"67,600円",912口,"9,600円",456口,"11,500円"
第5148回,2019/04/04,391,66口,"92,300円",595口,"15,300円",160口,"53,800円","1,214口","7,600円",367口,"9,200円"
第5149回,2019/04/05,699,63口,"98,500円",314口,"32,800円",152口,"65,600円",294口,"16,400円",780口,"9,800円"
第5150回,2019/04/08,169,88口,"80,100円",765口,"13,300円",254口,"46,700円","1,370口","6,600円",709口,"8,000円"
第5151回,2019/04/09,745,61口,"115,400円",386口,"19,200円",123口,"67,300円",668口,"9,600円",536口,"11,500円"
第5152回,2019/04/10,511,79口,"81,100円",282口,"27,000円",188口,"54,000円",339口,"13,500円",666口,"8,100円"
第5153回,2019/04/11,026,44口,"121,500円",403口,"20,200円",121口,"70,800円",838口,"10,100円",468口,"12,100円"
第5154回,2019/04/12,906,77口,"81,200円",587口,"13,500円",240口,"47,300円","1,095口","6,700円",539口,"8,100円"
第5155回,2019/04/15,167,97口,"94,800円",688口,"15,800円",229口,"55,300円","1,235口","7,900円",497口,"9,400円"
第5156回,2019/04/16,607,83口,"85,400円",525口,"14,200円",242口,"49,800円","1,064口","7,100円",475口,"8,500円"
第5157回,2019/04/17,765,60口,"100,500円",565口,"16,700円",173口,"58,600円","1,072口","8,300円",434口,"10,000円"
第5158回,2019/04/18,145,46口,"109,100円",553口,"18,100円",143口,"63,600円","1,141口","9,000円",417口,"10,900円"
第5159回,2019/04/19,984,61口,"100,800円",472口,"16,800円",209口,"58,800円",931口,"8,400円",750口,"10,000円"
第5160回,2019/04/22,764,82口,"94,100円",686口,"15,600円",161口,"54,800円","1,245口","7,800円",963口,"9,400円"
第5161回,2019/04/23,452,75口,"90,600円",570口,"15,100円",156口,"52,800円","1,241口","7,500円",437口,"9,000円"
第5162回,2019/04/24,152,63口,"94,300円",614口,"15,700円",139口,"55,000円","1,315口","7,800円",401口,"9,400円"
第5163回,2019/04/25,830,130口,"70,600円",602口,"11,700円",299口,"41,100円","1,141口","5,800円",578口,"7,000円"
第5164回,2019/04/26,166,79口,"103,500円",310口,"34,500円",160口,"69,000円",340口,"17,200円",585口,"10,300円"
第5165回,2019/04/29,746,86口,"91,300円",547口,"15,200円",207口,"53,200円",915口,"7,600円",874口,"9,100円"
第5166回,2019/04/30,619,111口,"70,700円",573口,"11,700円",304口,"41,200円","1,008口","5,800円",484口,"7,000円"
