第0774回,2000/11/01,080,247口,"87,800円",316口,"29,200円",397口,"58,500円",440口,"14,600円",400口,"8,700円","142,583,000円"
第0775回,2000/11/03,923,244口,"65,600円","1,040口","10,900円",484口,"38,200円","2,191口","5,400円",694口,"6,500円","138,881,800円"
第0776回,2000/11/06,302,256口,"93,700円",942口,"15,600円",333口,"54,600円","1,685口","7,800円",513口,"9,300円","166,365,800円"
第0777回,2000/11/08,237,349口,"58,400円","1,186口","9,700円",647口,"34,000円","2,025口","4,800円",623口,"5,800円","150,124,800円"
第0778回,2000/11/10,226,296口,"84,600円",376口,"28,200円",385口,"56,400円",444口,"14,100円",743口,"8,400円","155,502,000円"
第0779回,2000/11/13,167,197口,"109,200円",819口,"18,200円",282口,"63,700円","1,582口","9,100円",606口,"10,900円","167,581,800円"
第0780回,2000/11/15,033,209口,"103,100円",361口,"34,300円",220口,"68,700円",620口,"17,100円",755口,"10,300円","150,107,600円"
第0781回,2000/11/17,472,237口,"78,000円","1,153口","13,000円",392口,"45,500円","2,095口","6,500円",594口,"7,800円","154,762,400円"
第0782回,2000/11/20,014,144口,"115,200円",853口,"19,200円",240口,"67,200円","1,612口","9,600円",706口,"11,500円","161,615,800円"
第0783回,2000/11/22,924,300口,"67,600円",974口,"11,200円",560口,"39,400円","1,828口","5,600円",725口,"6,700円","152,334,200円"
第0784回,2000/11/24,703,333口,"69,400円","1,240口","11,500円",456口,"40,400円","1,925口","5,700円",516口,"6,900円","157,045,200円"
第0785回,2000/11/27,908,251口,"87,700円",916口,"14,600円",510口,"51,100円","1,633口","7,300円",499口,"8,700円","172,902,600円"
第0786回,2000/11/29,160,127口,"130,400円",740口,"21,700円",185口,"76,000円","1,541口","10,800円",451口,"13,000円","154,143,400円"
