第3321回,2012/03/02,007,90口,"98,300円",272口,"32,700円",209口,"65,500円",344口,"16,300円",362口,"9,800円","90,368,200円"
第3322回,2012/03/05,976,73口,"110,500円",559口,"18,400円",217口,"64,400円","1,046口","9,200円",534口,"11,000円","106,457,600円"
第3323回,2012/03/06,833,60口,"133,600円",180口,"44,500円",83口,"89,000円",286口,"22,200円",648口,"13,300円","85,507,800円"
第3324回,2012/03/07,017,62口,"122,400円",339口,"20,400円",151口,"71,400円",852口,"10,200円",444口,"12,200円","87,634,200円"
第3325回,2012/03/08,940,51口,"156,800円",304口,"26,100円",114口,"91,400円",657口,"13,000円",338口,"15,600円","89,485,800円"
第3326回,2012/03/09,422,110口,"87,500円",270口,"29,100円",217口,"58,300円",319口,"14,500円",616口,"8,700円","89,430,600円"
第3327回,2012/03/12,771,95口,"123,300円",287口,"41,100円",130口,"82,200円",405口,"20,500円",449口,"12,300円","106,814,200円"
第3328回,2012/03/13,300,62口,"114,300円",233口,"38,100円",113口,"76,200円",227口,"19,000円",749口,"11,400円","83,271,600円"
第3329回,2012/03/14,906,58口,"120,800円",437口,"20,100円",141口,"70,400円",890口,"10,000円",336口,"12,000円","86,167,600円"
第3330回,2012/03/15,552,83口,"92,300円",339口,"30,700円",154口,"61,500円",380口,"15,300円",545口,"9,200円","85,485,400円"
第3331回,2012/03/16,136,86口,"70,900円",857口,"11,800円",212口,"41,300円","1,885口","5,900円",613口,"7,000円","90,070,200円"
第3332回,2012/03/19,160,96口,"114,100円",544口,"19,000円",150口,"66,500円","1,166口","9,500円",367口,"11,400円","103,525,400円"
第3333回,2012/03/20,800,77口,"103,100円",238口,"34,300円",103口,"68,700円",286口,"17,100円",540口,"10,300円","74,843,200円"
第3334回,2012/03/21,241,72口,"101,300円",474口,"16,800円",168口,"59,000円","1,037口","8,400円",286口,"10,100円","81,948,600円"
第3335回,2012/03/22,158,97口,"95,200円",447口,"15,800円",165口,"55,500円",965口,"7,900円",470口,"9,500円","83,668,600円"
第3336回,2012/03/23,228,93口,"93,900円",235口,"31,300円",198口,"62,600円",332口,"15,600円",502口,"9,300円","85,334,200円"
第3337回,2012/03/26,226,173口,"79,600円",337口,"26,500円",280口,"53,000円",361口,"13,200円",633口,"7,900円","105,456,800円"
第3338回,2012/03/27,599,83口,"110,200円",173口,"36,700円",103口,"73,400円",232口,"18,300円",848口,"11,000円","81,559,600円"
第3339回,2012/03/28,124,84口,"92,600円",433口,"15,400円",223口,"54,000円",848口,"7,700円",541口,"9,200円","84,629,600円"
第3340回,2012/03/29,594,60口,"102,900円",473口,"17,100円",212口,"60,000円",947口,"8,500円",350口,"10,200円","86,124,000円"
第3341回,2012/03/30,627,118口,"82,400円",546口,"13,700円",248口,"48,000円",998口,"6,800円",725口,"8,200円","93,287,800円"
