2014/03/04,834,65口,"91,200円",517口,"15,200円",225口,"53,200円",962口,"7,600円",631口,"9,100円","86,347,800円"
2014/03/05,624,127口,"71,300円",598口,"11,800円",255口,"41,500円","1,092口","5,900円",574口,"7,100円","83,110,800円"
2014/03/06,087,44口,"151,600円",320口,"25,200円",115口,"88,400円",727口,"12,600円",302口,"15,100円","85,995,000円"
2014/03/07,169,91口,"77,500円",582口,"12,900円",277口,"45,200円","1,323口","6,400円",535口,"7,700円","88,423,000円"
2014/03/10,975,98口,"106,700円",521口,"17,700円",209口,"62,200円",966口,"8,800円",553口,"10,600円","104,940,800円"
2014/03/11,661,65口,"114,600円",227口,"38,200円",142口,"76,400円",348口,"19,100円",331口,"11,400円","83,157,800円"
2014/03/12,558,88口,"109,000円",186口,"36,300円",156口,"72,600円",216口,"18,100円",642口,"10,900円","85,867,800円"
2014/03/13,619,110口,"72,100円",437口,"12,000円",298口,"42,000円",915口,"6,000円",564口,"7,200円","78,489,600円"
2014/03/14,784,63口,"112,900円",441口,"18,800円",159口,"65,800円",977口,"9,400円",369口,"11,200円","87,230,000円"
2014/03/17,198,140口,"62,300円",788口,"10,300円",471口,"36,300円","1,712口","5,100円",594口,"6,200円","103,712,600円"
2014/03/18,729,110口,"66,300円",579口,"11,000円",307口,"38,600円","1,202口","5,500円",504口,"6,600円","79,059,600円"
2014/03/19,045,112口,"98,000円",464口,"16,300円",141口,"57,100円",817口,"8,100円",462口,"9,800円","84,035,800円"
2014/03/20,608,64口,"100,100円",426口,"16,600円",198口,"58,300円",819口,"8,300円",341口,"10,000円","78,567,200円"
2014/03/21,787,84口,"92,600円",255口,"30,800円",155口,"61,700円",348口,"15,400円",366口,"9,200円","75,544,400円"
2014/03/24,263,116口,"80,800円",781口,"13,400円",216口,"47,100円","1,504口","6,700円",606口,"8,000円","100,297,400円"
2014/03/25,636,63口,"115,700円",184口,"38,500円",108口,"77,100円",286口,"19,200円",707口,"11,500円","80,941,600円"
2014/03/26,710,83口,"93,600円",418口,"15,600円",210口,"54,600円",854口,"7,800円",463口,"9,300円","81,690,400円"
2014/03/27,841,90口,"81,800円",573口,"13,600円",204口,"47,700円","1,215口","6,800円",465口,"8,100円","82,262,200円"
2014/03/28,643,82口,"106,100円",457口,"17,600円",139口,"61,800円",996口,"8,800円",467口,"10,600円","86,990,400円"
2014/03/31,098,79口,"111,800円",480口,"18,600円",195口,"65,200円","1,092口","9,300円",420口,"11,100円","100,822,800円"
