第3964回,2014/09/01,151,89口,"118,900円",235口,"39,600円",123口,"79,200円",448口,"19,800円",546口,"11,800円","100,078,600円"
第3965回,2014/09/02,721,112口,"63,300円",678口,"10,500円",350口,"36,900円","1,315口","5,200円",362口,"6,300円","80,908,400円"
第3966回,2014/09/03,058,71口,"103,100円",457口,"17,100円",173口,"60,100円",926口,"8,500円",380口,"10,300円","83,235,200円"
第3967回,2014/09/04,586,79口,"93,600円",480口,"15,600円",178口,"54,600円","1,003口","7,800円",390口,"9,300円","80,177,200円"
第3968回,2014/09/05,621,99口,"80,000円",609口,"13,300円",227口,"46,600円","1,366口","6,600円",324口,"8,000円","85,197,600円"
第3969回,2014/09/08,802,128口,"84,600円",565口,"14,100円",299口,"49,300円",963口,"7,000円",489口,"8,400円","98,873,200円"
第3970回,2014/09/09,983,47口,"96,100円",534口,"16,000円",151口,"56,000円","1,294口","8,000円",336口,"9,600円","78,098,200円"
第3971回,2014/09/10,816,124口,"62,300円",506口,"10,300円",304口,"36,300円","1,222口","5,100円",965口,"6,200円","80,965,400円"
第3972回,2014/09/11,644,52口,"132,300円",177口,"44,100円",91口,"88,200円",193口,"22,000円",643口,"13,200円","78,876,600円"
第3973回,2014/09/12,249,55口,"95,500円",552口,"15,900円",185口,"55,700円","1,120口","7,900円",485口,"9,500円","84,204,200円"
第3974回,2014/09/15,509,76口,"101,200円",565口,"16,800円",181口,"59,000円","1,048口","8,400円",407口,"10,100円","90,814,400円"
第3975回,2014/09/16,289,41口,"104,100円",419口,"17,300円",138口,"60,700円","1,016口","8,600円",415口,"10,400円","73,460,000円"
第3976回,2014/09/17,927,108口,"73,000円",450口,"12,100円",293口,"42,500円","1,062口","6,000円",475口,"7,300円","79,537,400円"
第3977回,2014/09/18,498,85口,"89,000円",378口,"14,800円",209口,"51,900円",731口,"7,400円",670口,"8,900円","78,769,200円"
第3978回,2014/09/19,181,72口,"104,800円",245口,"34,900円",142口,"69,800円",382口,"17,400円",415口,"10,400円","82,347,400円"
第3979回,2014/09/22,174,102口,"71,700円",855口,"11,900円",247口,"41,800円","1,845口","5,900円",602口,"7,100円","96,057,800円"
第3980回,2014/09/23,468,79口,"89,300円",385口,"14,800円",197口,"52,000円",686口,"7,400円",390口,"8,900円","70,301,600円"
第3981回,2014/09/24,697,75口,"106,400円",342口,"17,700円",165口,"62,000円",712口,"8,800円",340口,"10,600円","76,093,600円"
第3982回,2014/09/25,113,113口,"84,300円",232口,"28,100円",203口,"56,200円",318口,"14,000円",369口,"8,400円","77,903,000円"
第3983回,2014/09/26,517,85口,"74,400円",614口,"12,400円",288口,"43,400円","1,143口","6,200円",526口,"7,400円","83,253,200円"
第3984回,2014/09/29,786,92口,"109,600円",447口,"18,200円",192口,"63,900円",857口,"9,100円",449口,"10,900円","96,198,000円"
第3985回,2014/09/30,066,180口,"57,400円",357口,"19,100円",186口,"38,200円",445口,"9,500円","1,089口","5,700円","77,404,200円"
