第5084回,2019/01/04,804,65口,"111,900円",593口,"18,600円",232口,"65,200円",967口,"9,300円",602口,"11,100円"
第5085回,2019/01/07,755,119口,"92,400円",366口,"30,800円",207口,"61,600円",463口,"15,400円",807口,"9,200円"
第5086回,2019/01/08,088,69口,"94,100円",357口,"31,300円",145口,"62,700円",431口,"15,600円",518口,"9,400円"
第5087回,2019/01/09,733,84口,"94,700円",283口,"31,500円",124口,"63,100円",371口,"15,700円",816口,"9,400円"
第5088回,2019/01/10,654,59口,"108,600円",558口,"18,100円",138口,"63,300円","1,024口","9,000円",430口,"10,800円"
第5089回,2019/01/11,953,66口,"112,500円",498口,"18,700円",142口,"65,600円","1,033口","9,300円",451口,"11,200円"
第5090回,2019/01/14,650,46口,"147,700円",417口,"24,600円",122口,"86,100円",793口,"12,300円",388口,"14,700円"
第5091回,2019/01/15,608,78口,"101,400円",383口,"16,900円",193口,"59,100円",783口,"8,400円",445口,"10,100円"
第5092回,2019/01/16,704,71口,"101,600円",417口,"16,900円",225口,"59,200円",704口,"8,400円",407口,"10,100円"
第5093回,2019/01/17,162,74口,"87,200円",607口,"14,500円",168口,"50,800円","1,260口","7,200円",583口,"8,700円"
第5094回,2019/01/18,616,126口,"75,800円",343口,"25,200円",225口,"50,500円",357口,"12,600円",652口,"7,500円"
第5095回,2019/01/21,702,109口,"95,900円",628口,"15,900円",214口,"55,900円","1,057口","7,900円",443口,"9,500円"
第5096回,2019/01/22,637,40口,"119,400円",431口,"19,900円",123口,"69,600円",719口,"9,900円",551口,"11,900円"
第5097回,2019/01/23,249,52口,"105,000円",481口,"17,500円",156口,"61,200円",905口,"8,700円",586口,"10,500円"
第5098回,2019/01/24,547,57口,"113,800円",421口,"18,900円",138口,"66,300円",813口,"9,400円",415口,"11,300円"
第5099回,2019/01/25,079,65口,"110,400円",447口,"18,400円",158口,"64,400円",940口,"9,200円",524口,"11,000円"
第5100回,2019/01/28,647,117口,"92,600円",589口,"15,400円",252口,"54,000円",946口,"7,700円",515口,"9,200円"
第5101回,2019/01/29,596,72口,"100,200円",415口,"16,700円",190口,"58,400円",788口,"8,300円",491口,"10,000円"
第5102回,2019/01/30,603,129口,"75,200円",556口,"12,500円",265口,"43,800円",992口,"6,200円",433口,"7,500円"
第5103回,2019/01/31,210,96口,"88,800円",485口,"14,800円",188口,"51,800円",837口,"7,400円",517口,"8,800円"
