2004/11/02,699,141口,"104,700円",236口,"34,900円",181口,"69,800円",423口,"17,400円",510口,"10,400円","107,481,200円"
2004/11/03,819,174口,"63,600円",743口,"10,600円",385口,"37,100円","1,552口","5,300円",509口,"6,300円","99,347,800円"
2004/11/04,295,115口,"91,700円",633口,"15,200円",232口,"53,400円","1,488口","7,600円",326口,"9,100円","104,466,400円"
2004/11/05,742,133口,"77,000円",947口,"12,800円",240口,"44,900円","1,990口","6,400円",751口,"7,700円","114,990,800円"
2004/11/08,400,189口,"107,300円",306口,"35,700円",217口,"71,500円",439口,"17,800円",884口,"10,700円","142,458,200円"
2004/11/09,638,183口,"77,600円",636口,"12,900円",280口,"45,200円","1,080口","6,400円",446口,"7,700円","101,324,600円"
2004/11/10,299,98口,"120,900円",235口,"40,300円",145口,"80,600円",396口,"20,100円",582口,"12,000円","106,762,200円"
2004/11/11,545,114口,"119,100円",203口,"39,700円",148口,"79,400円",330口,"19,800円",494口,"11,900円","101,882,600円"
2004/11/12,196,95口,"114,400円",531口,"19,000円",188口,"66,700円","1,296口","9,500円",409口,"11,400円","112,431,800円"
2004/11/15,667,170口,"117,600円",249口,"39,200円",233口,"78,400円",331口,"19,600円",742口,"11,700円","140,547,600円"
2004/11/16,582,134口,"80,500円",834口,"13,400円",206口,"46,900円","1,617口","6,700円",433口,"8,000円","102,301,800円"
2004/11/17,306,150口,"83,500円",555口,"13,900円",321口,"48,700円","1,202口","6,900円",351口,"8,300円","104,935,800円"
2004/11/18,684,92口,"103,600円",495口,"17,200円",197口,"60,400円","1,049口","8,600円",443口,"10,300円","96,963,600円"
2004/11/19,798,185口,"70,600円",680口,"11,700円",384口,"41,100円","1,501口","5,800円",520口,"7,000円","109,737,400円"
2004/11/22,094,152口,"116,100円",661口,"19,300円",177口,"67,700円","1,473口","9,600円",458口,"11,600円","137,769,000円"
2004/11/23,701,81口,"110,900円",420口,"18,400円",145口,"64,600円",884口,"9,200円",565口,"11,000円","90,212,800円"
2004/11/24,065,65口,"143,200円",350口,"23,800円",142口,"83,500円",904口,"11,900円",350口,"14,300円","100,759,400円"
2004/11/25,392,141口,"82,000円",573口,"13,600円",230口,"47,800円","1,335口","6,800円",858口,"8,200円","103,570,800円"
2004/11/26,588,177口,"87,100円",242口,"29,000円",240口,"58,000円",384口,"14,500円","1,020口","8,700円","112,992,000円"
2004/11/29,925,299口,"67,800円",944口,"11,300円",411口,"39,500円","1,508口","5,600円","1,166口","6,700円","141,539,200円"
2004/11/30,189,138口,"63,100円",811口,"10,500円",449口,"36,800円","1,505口","5,200円",606口,"6,300円","101,143,000円"
