2009/06/02,679,98口,"91,400円",463口,"15,200円",249口,"53,300円",877口,"7,600円",536口,"9,100円","90,870,400円"
2009/06/03,643,113口,"85,200円",533口,"14,200円",233口,"49,700円","1,171口","7,100円",447口,"8,500円","90,904,000円"
2009/06/04,109,120口,"93,600円",428口,"15,600円",260口,"54,600円",793口,"7,800円",362口,"9,300円","92,676,200円"
2009/06/05,617,191口,"65,100円",547口,"10,800円",381口,"37,900円","1,133口","5,400円",677口,"6,500円","96,457,600円"
2009/06/08,831,215口,"65,500円",893口,"10,900円",347口,"38,200円","1,682口","5,400円",552口,"6,500円","110,909,200円"
2009/06/09,668,66口,"122,200円",214口,"40,700円",137口,"81,400円",233口,"20,300円",539口,"12,200円","87,291,600円"
2009/06/10,207,100口,"103,300円",393口,"17,200円",203口,"60,200円",814口,"8,600円",291口,"10,300円","87,481,800円"
2009/06/11,047,62口,"144,000円",367口,"24,000円",101口,"84,000円",778口,"12,000円",397口,"14,400円","91,720,000円"
2009/06/12,569,112口,"77,500円",627口,"12,900円",250口,"45,200円","1,222口","6,400円",953口,"7,700円","96,363,000円"
2009/06/15,759,98口,"109,000円",604口,"18,100円",218口,"63,500円","1,137口","9,000円",687口,"10,900円","118,523,400円"
2009/06/16,613,215口,"54,100円",740口,"9,000円",454口,"31,500円","1,445口","4,500円",529口,"5,400円","93,394,800円"
2009/06/17,275,87口,"92,400円",647口,"15,400円",192口,"53,900円","1,307口","7,700円",485口,"9,200円","95,357,400円"
2009/06/18,308,284口,"55,100円",560口,"9,100円",463口,"32,100円","1,002口","4,500円",562口,"5,500円","96,488,800円"
2009/06/19,354,61口,"126,700円",514口,"21,100円",145口,"73,900円","1,007口","10,500円",424口,"12,600円","100,677,000円"
2009/06/22,619,301口,"50,900円",964口,"8,400円",628口,"29,600円","1,462口","4,200円",568口,"5,000円","114,024,200円"
2009/06/23,875,97口,"89,500円",499口,"14,900円",261口,"52,200円","1,057口","7,400円",373口,"8,900円","91,143,400円"
2009/06/24,996,107口,"89,300円",234口,"29,700円",224口,"59,500円",318口,"14,800円",688口,"8,900円","90,534,400円"
2009/06/25,406,120口,"97,600円",403口,"16,200円",232口,"56,900円",811口,"8,100円",498口,"9,700円","95,460,800円"
2009/06/26,524,150口,"74,400円",561口,"12,400円",350口,"43,400円","1,156口","6,200円",580口,"7,400円","99,634,200円"
2009/06/29,209,253口,"76,000円",670口,"12,600円",298口,"44,300円","1,139口","6,300円",503口,"7,600円","115,602,000円"
2009/06/30,536,91口,"95,700円",547口,"15,900円",175口,"55,800円","1,151口","7,900円",569口,"9,500円","93,031,400円"
