第0736回,2000/08/04,603,192口,"102,300円",779口,"17,000円",275口,"59,600円","1,586口","8,500円",574口,"10,200円","152,875,400円"
第0737回,2000/08/07,821,207口,"89,500円",848口,"14,900円",325口,"52,200円","1,906口","7,400円",599口,"8,900円","150,505,600円"
第0738回,2000/08/09,065,123口,"146,100円",444口,"24,300円",167口,"85,200円","1,078口","12,100円",409口,"14,600円","138,085,800円"
第0739回,2000/08/11,918,226口,"77,600円",829口,"12,900円",438口,"45,200円","1,875口","6,400円",682口,"7,700円","145,730,800円"
第0740回,2000/08/14,602,213口,"84,400円",799口,"14,000円",362口,"49,200円","1,407口","7,000円",404口,"8,400円","134,125,600円"
第0741回,2000/08/16,054,91口,"135,400円",548口,"22,500円",163口,"78,900円","1,262口","11,200円",673口,"13,500円","135,442,600円"
第0742回,2000/08/18,286,166口,"94,500円",880口,"15,700円",306口,"55,100円","1,875口","7,800円",595口,"9,400円","148,490,400円"
第0743回,2000/08/21,854,160口,"98,000円","1,012口","16,300円",281口,"57,100円","2,257口","8,100円",329口,"9,800円","155,513,800円"
第0744回,2000/08/23,946,317口,"72,100円",821口,"12,000円",417口,"42,000円","1,775口","6,000円",536口,"7,200円","143,996,600円"
第0745回,2000/08/25,031,162口,"117,500円",678口,"19,500円",166口,"68,500円","1,633口","9,700円",869口,"11,700円","155,382,400円"
第0746回,2000/08/28,134,172口,"104,100円",848口,"17,300円",307口,"60,700円","1,698口","8,600円",540口,"10,400円","159,270,200円"
第0747回,2000/08/30,831,364口,"66,900円",923口,"11,100円",498口,"39,000円","1,690口","5,500円",444口,"6,600円","147,719,000円"
