第4867回,2018/03/01,382,77口,"78,100円",626口,"13,000円",202口,"45,500円","1,334口","6,500円",418口,"7,800円"
第4868回,2018/03/02,776,56口,"147,500円",173口,"49,100円",93口,"98,300円",223口,"24,500円",444口,"14,700円"
第4869回,2018/03/05,411,111口,"80,500円",325口,"26,800円",212口,"53,600円",498口,"13,400円",862口,"8,000円"
第4870回,2018/03/06,586,53口,"101,900円",438口,"16,900円",162口,"59,400円",885口,"8,400円",448口,"10,100円"
第4871回,2018/03/07,045,79口,"94,000円",456口,"15,600円",172口,"54,800円",910口,"7,800円",393口,"9,400円"
第4872回,2018/03/08,123,137口,"49,200円",761口,"8,200円",388口,"28,700円","1,418口","4,100円",524口,"4,900円"
第4873回,2018/03/09,720,48口,"122,200円",391口,"20,300円",146口,"71,200円",747口,"10,100円",323口,"12,200円"
第4874回,2018/03/12,497,67口,"103,100円",586口,"17,100円",194口,"60,100円",986口,"8,500円",576口,"10,300円"
第4875回,2018/03/13,243,47口,"99,400円",532口,"16,500円",140口,"57,900円","1,088口","8,200円",363口,"9,900円"
第4876回,2018/03/14,363,52口,"98,200円",305口,"32,700円",148口,"65,400円",362口,"16,300円",408口,"9,800円"
第4877回,2018/03/15,236,89口,"59,000円",689口,"9,800円",329口,"34,400円","1,359口","4,900円",829口,"5,900円"
第4878回,2018/03/16,399,49口,"123,600円",189口,"41,200円",126口,"82,400円",233口,"20,600円",570口,"12,300円"
第4879回,2018/03/19,217,150口,"59,600円","1,109口","9,900円",408口,"34,700円","1,900口","4,900円",515口,"5,900円"
第4880回,2018/03/20,118,113口,"79,300円",269口,"26,400円",235口,"52,800円",274口,"13,200円",468口,"7,900円"
第4881回,2018/03/21,486,41口,"109,000円",477口,"18,100円",132口,"63,500円",809口,"9,000円",308口,"10,900円"
第4882回,2018/03/22,029,52口,"119,100円",407口,"19,800円",135口,"69,400円",705口,"9,900円",458口,"11,900円"
第4883回,2018/03/23,900,123口,"65,400円",358口,"21,800円",235口,"43,600円",407口,"10,900円","1,333口","6,500円"
第4884回,2018/03/26,484,78口,"131,400円",308口,"43,800円",112口,"87,600円",304口,"21,900円",408口,"13,100円"
第4885回,2018/03/27,905,72口,"94,700円",441口,"15,700円",196口,"55,200円",849口,"7,800円",412口,"9,400円"
第4886回,2018/03/28,800,58口,"112,800円",247口,"37,600円",117口,"75,200円",268口,"18,800円",572口,"11,200円"
第4887回,2018/03/29,339,141口,"64,200円",389口,"21,400円",263口,"42,800円",335口,"10,700円",552口,"6,400円"
第4888回,2018/03/30,950,51口,"109,400円",538口,"18,200円",149口,"63,800円","1,001口","9,100円",405口,"10,900円"
