2009/07/02,066,104口,"113,400円",228口,"37,800円",123口,"75,600円",351口,"18,900円",599口,"11,300円","95,941,400円"
2009/07/03,175,167口,"53,500円","1,031口","8,900円",467口,"31,200円","2,023口","4,400円",629口,"5,300円","100,365,400円"
2009/07/06,814,206口,"61,400円","1,067口","10,200円",419口,"35,800円","1,782口","5,100円",834口,"6,100円","117,510,000円"
2009/07/07,548,66口,"120,200円",412口,"20,000円",172口,"70,100円",711口,"10,000円",536口,"12,000円","92,980,000円"
2009/07/08,974,78口,"92,600円",569口,"15,400円",206口,"54,000円","1,266口","7,700円",374口,"9,200円","89,782,200円"
2009/07/09,819,147口,"62,300円",658口,"10,300円",419口,"36,300円","1,472口","5,100円",458口,"6,200円","92,744,000円"
2009/07/10,818,173口,"71,900円",302口,"23,900円",310口,"47,900円",369口,"11,900円",654口,"7,100円","97,131,200円"
2009/07/13,658,120口,"97,500円",694口,"16,200円",221口,"56,800円","1,223口","8,100円",584口,"9,700円","113,765,800円"
2009/07/14,466,118口,"109,000円",220口,"36,300円",133口,"72,600円",289口,"18,100円",354口,"10,900円","88,065,800円"
2009/07/15,183,102口,"88,800円",628口,"14,800円",157口,"51,800円","1,314口","7,400円",423口,"8,800円","88,906,600円"
2009/07/16,781,130口,"68,400円",862口,"11,400円",196口,"39,900円","2,137口","5,700円",304口,"6,800円","90,775,200円"
2009/07/17,613,123口,"77,600円",607口,"12,900円",325口,"45,200円","1,284口","6,400円",421口,"7,700円","97,091,800円"
2009/07/20,381,162口,"65,800円","1,078口","10,900円",249口,"38,300円","2,122口","5,400円",276口,"6,500円","101,138,600円"
2009/07/21,605,64口,"120,000円",327口,"20,000円",158口,"70,000円",700口,"10,000円",348口,"12,000円","81,030,800円"
2009/07/22,923,119口,"76,000円",572口,"12,600円",289口,"44,300円","1,049口","6,300円",478口,"7,600円","87,539,400円"
2009/07/23,422,128口,"88,600円",247口,"29,500円",185口,"59,000円",302口,"14,700円",630口,"8,800円","88,024,000円"
2009/07/24,891,75口,"101,100円",542口,"16,800円",180口,"58,900円","1,348口","8,400円",337口,"10,100円","93,636,200円"
2009/07/27,089,108口,"89,700円",739口,"14,900円",244口,"52,300円","1,717口","7,400円",412口,"8,900円","111,219,200円"
2009/07/28,195,79口,"116,300円",440口,"19,300円",150口,"67,800円",901口,"9,600円",235口,"11,600円","87,489,800円"
2009/07/29,166,60口,"146,300円",180口,"48,700円",95口,"97,500円",302口,"24,300円",346口,"14,600円","87,237,600円"
2009/07/30,222,383口,"95,200円",該当なし,該当なし,該当なし,該当なし,該当なし,該当なし,430口,"9,500円","90,129,200円"
2009/07/31,236,189口,"58,100円",751口,"9,600円",435口,"33,800円","1,415口","4,800円",422口,"5,800円","94,099,400円"
