第5000回,2018/09/04,317,119口,"53,900円",696口,"8,900円",275口,"31,400円","1,280口","4,400円",430口,"5,300円"
第5001回,2018/09/05,488,88口,"87,300円",333口,"29,100円",131口,"58,200円",323口,"14,500円",560口,"8,700円"
第5002回,2018/09/06,480,67口,"93,600円",505口,"15,600円",179口,"54,600円",878口,"7,800円",310口,"9,300円"
第5003回,2018/09/07,571,92口,"74,200円",636口,"12,300円",226口,"43,200円","1,162口","6,100円",470口,"7,400円"
第5004回,2018/09/10,635,76口,"120,300円",466口,"20,000円",142口,"70,100円",769口,"10,000円",460口,"12,000円"
第5005回,2018/09/11,283,67口,"86,200円",463口,"14,300円",175口,"50,200円",963口,"7,100円",652口,"8,600円"
第5006回,2018/09/12,739,50口,"109,600円",386口,"18,200円",142口,"63,900円",766口,"9,100円",487口,"10,900円"
第5007回,2018/09/13,704,69口,"108,400円",420口,"18,000円",155口,"63,200円",809口,"9,000円",341口,"10,800円"
第5008回,2018/09/14,589,70口,"102,400円",400口,"17,000円",192口,"59,700円",823口,"8,500円",399口,"10,200円"
第5009回,2018/09/17,674,96口,"88,200円",536口,"14,700円",205口,"51,400円","1,024口","7,300円",535口,"8,800円"
第5010回,2018/09/18,960,41口,"121,000円",391口,"20,100円",125口,"70,500円",797口,"10,000円",292口,"12,100円"
第5011回,2018/09/19,046,65口,"102,100円",438口,"17,000円",155口,"59,500円",780口,"8,500円",478口,"10,200円"
第5012回,2018/09/20,234,89口,"87,900円",437口,"14,600円",168口,"51,200円",818口,"7,300円",506口,"8,700円"
第5013回,2018/09/21,681,127口,"83,200円",482口,"13,800円",164口,"48,500円",979口,"6,900円",355口,"8,300円"
第5014回,2018/09/24,240,77口,"102,300円",551口,"17,000円",159口,"59,600円","1,007口","8,500円",359口,"10,200円"
第5015回,2018/09/25,365,47口,"127,500円",337口,"21,200円",128口,"74,300円",657口,"10,600円",293口,"12,700円"
第5016回,2018/09/26,763,58口,"108,900円",408口,"18,100円",147口,"63,500円",769口,"9,000円",380口,"10,800円"
第5017回,2018/09/27,026,54口,"114,000円",369口,"19,000円",118口,"66,500円",720口,"9,500円",600口,"11,400円"
第5018回,2018/09/28,669,65口,"108,000円",228口,"36,000円",171口,"72,000円",270口,"18,000円",481口,"10,800円"
