2008/03/04,199,73口,"151,400円",190口,"50,400円",85口,"100,900円",309口,"25,200円",551口,"15,100円","100,806,000円"
2008/03/05,022,96口,"111,200円",264口,"37,000円",150口,"74,100円",434口,"18,500円",565口,"11,100円","102,051,800円"
2008/03/06,858,63口,"133,100円",276口,"44,300円",125口,"88,700円",394口,"22,100円",493口,"13,300円","104,499,400円"
2008/03/07,842,80口,"99,600円",764口,"16,600円",166口,"58,100円","1,592口","8,300円",504口,"9,900円","107,899,800円"
2008/03/10,686,153口,"106,500円",351口,"35,500円",248口,"71,000円",391口,"17,700円",501口,"10,600円","130,406,600円"
2008/03/11,685,91口,"101,500円",620口,"16,900円",185口,"59,200円","1,286口","8,400円",435口,"10,100円","102,203,200円"
2008/03/12,633,174口,"81,300円",281口,"27,100円",166口,"54,200円",408口,"13,500円","1,195口","8,100円","102,254,400円"
2008/03/13,139,90口,"95,200円",698口,"15,800円",178口,"55,500円","1,437口","7,900円",567口,"9,500円","102,989,000円"
2008/03/14,317,256口,"55,900円",689口,"9,300円",503口,"32,600円","1,263口","4,600円",641口,"5,500円","103,669,000円"
2008/03/17,281,149口,"86,000円","1,072口","14,300円",209口,"50,100円","1,914口","7,100円",785口,"8,600円","131,436,600円"
2008/03/18,440,102口,"104,400円",270口,"34,800円",190口,"69,600円",385口,"17,400円",446口,"10,400円","99,236,200円"
2008/03/19,240,80口,"89,800円",693口,"14,900円",200口,"52,300円","1,523口","7,400円",292口,"8,900円","93,552,600円"
2008/03/20,418,137口,"65,400円",588口,"10,900円",355口,"38,100円","1,129口","5,400円",582口,"6,500円","86,400,800円"
2008/03/21,411,125口,"85,900円",311口,"28,600円",226口,"57,200円",421口,"14,300円",914口,"8,500円","103,254,400円"
2008/03/24,048,124口,"99,500円",678口,"16,500円",231口,"58,000円","1,318口","8,200円",622口,"9,900円","120,286,400円"
2008/03/25,849,80口,"110,500円",485口,"18,400円",165口,"64,400円","1,148口","9,200円",468口,"11,000円","98,136,200円"
2008/03/26,022,70口,"143,600円",185口,"47,800円",94口,"95,700円",347口,"23,900円",599口,"14,300円","99,598,000円"
2008/03/27,631,100口,"91,800円",690口,"15,300円",195口,"53,500円","1,440口","7,600円",471口,"9,100円","101,230,800円"
2008/03/28,197,136口,"80,700円",665口,"13,400円",322口,"47,000円","1,307口","6,700円",389口,"8,000円","104,562,200円"
2008/03/31,909,196口,"96,200円",293口,"32,000円",246口,"64,100円",400口,"16,000円",570口,"9,600円","124,386,400円"
