第1122回,2003/02/05,702,228口,"96,400円",894口,"16,000円",338口,"56,200円","1,809口","8,000円",726口,"9,600円","170,883,200円"
第1123回,2003/02/07,687,164口,"107,000円",957口,"17,800円",318口,"62,400円","1,943口","8,900円",733口,"10,700円","176,970,200円"
第1124回,2003/02/10,818,354口,"81,200円",481口,"27,000円",557口,"54,100円",614口,"13,500円",868口,"8,100円","194,167,200円"
第1125回,2003/02/12,820,230口,"88,600円",918口,"14,700円",421口,"51,600円","1,857口","7,300円",718口,"8,800円","168,435,600円"
第1126回,2003/02/14,361,360口,"68,800円","1,358口","11,400円",567口,"40,100円","2,715口","5,700円",617口,"6,800円","184,340,600円"
第1127回,2003/02/17,554,215口,"124,500円",377口,"41,500円",301口,"83,000円",504口,"20,700円",738口,"12,400円","193,558,800円"
第1128回,2003/02/19,956,142口,"110,200円",817口,"18,300円",319口,"64,200円","1,827口","9,100円",785口,"11,000円","170,216,600円"
第1129回,2003/02/21,264,301口,"72,000円","1,573口","12,000円",489口,"42,000円","2,552口","6,000円",565口,"7,200円","178,906,800円"
第1130回,2003/02/24,036,335口,"76,200円","1,064口","12,700円",447口,"44,400円","2,119口","6,300円","1,505口","7,600円","186,522,600円"
第1131回,2003/02/26,210,450口,"65,800円","1,009口","10,900円",597口,"38,300円","1,819口","5,400円",735口,"6,500円","174,453,400円"
第1132回,2003/02/28,418,373口,"72,500円","1,004口","12,000円",558口,"42,200円","2,113口","6,000円",751口,"7,200円","180,198,000円"
