第0943回,2001/12/05,881,233口,"122,200円",297口,"40,700円",218口,"81,400円",494口,"20,300円",649口,"12,200円","169,620,800円"
第0944回,2001/12/07,937,270口,"90,500円",908口,"15,000円",367口,"52,700円","1,804口","7,500円",855口,"9,000円","175,251,400円"
第0945回,2001/12/10,019,262口,"85,600円","1,234口","14,200円",392口,"49,900円","2,532口","7,100円",902口,"8,500円","189,970,400円"
第0946回,2001/12/12,361,279口,"78,500円","1,238口","13,000円",453口,"45,700円","2,218口","6,500円",428口,"7,800円","170,658,800円"
第0947回,2001/12/14,220,535口,"51,500円",726口,"17,100円",841口,"34,300円",904口,"8,500円",771口,"5,100円","179,280,400円"
第0948回,2001/12/17,478,248口,"103,700円",736口,"17,200円",455口,"60,400円","1,404口","8,600円",708口,"10,300円","189,872,200円"
第0949回,2001/12/19,788,177口,"144,300円",301口,"48,100円",187口,"96,200円",464口,"24,000円",575口,"14,400円","172,177,600円"
第0950回,2001/12/21,707,269口,"96,600円",429口,"32,200円",371口,"64,400円",582口,"16,100円",601口,"9,600円","175,335,000円"
第0951回,2001/12/24,147,357口,"66,100円","1,311口","11,000円",589口,"38,500円","2,059口","5,500円",607口,"6,600円","169,251,200円"
第0952回,2001/12/26,549,168口,"102,700円",853口,"17,100円",360口,"59,900円","1,910口","8,500円",765口,"10,200円","172,515,600円"
第0953回,2001/12/28,875,230口,"110,800円",885口,"18,400円",349口,"64,600円","1,727口","9,200円",703口,"11,000円","195,965,400円"
