2017/10/03,679,59口,"108,800円",360口,"18,100円",173口,"63,400円",661口,"9,000円",284口,"10,800円"
2017/10/04,925,163口,"67,100円",405口,"11,100円",289口,"39,100円",817口,"5,500円",358口,"6,700円"
2017/10/05,870,47口,"118,700円",361口,"19,700円",136口,"69,200円",730口,"9,800円",383口,"11,800円"
2017/10/06,656,45口,"123,500円",197口,"41,100円",103口,"82,300円",265口,"20,500円",515口,"12,300円"
2017/10/09,187,82口,"84,400円",528口,"14,000円",193口,"49,200円","1,038口","7,000円",588口,"8,400円"
2017/10/10,925,74口,"97,600円",323口,"16,200円",191口,"56,900円",612口,"8,100円",298口,"9,700円"
2017/10/11,085,48口,"121,100円",417口,"20,100円",88口,"70,600円",876口,"10,000円",284口,"12,100円"
2017/10/12,933,59口,"100,100円",266口,"33,300円",109口,"66,700円",279口,"16,600円",596口,"10,000円"
2017/10/13,394,66口,"105,100円",455口,"17,500円",152口,"61,300円",954口,"8,700円",444口,"10,500円"
2017/10/16,236,123口,"68,400円",663口,"11,400円",295口,"39,900円","1,445口","5,700円",679口,"6,800円"
2017/10/17,219,79口,"80,700円",484口,"13,400円",216口,"47,000円","1,133口","6,700円",420口,"8,000円"
2017/10/18,021,35口,"122,400円",441口,"20,400円",92口,"71,400円",910口,"10,200円",411口,"12,200円"
2017/10/19,227,116口,"66,700円",324口,"22,200円",243口,"44,400円",317口,"11,100円",494口,"6,600円"
2017/10/20,420,107口,"73,600円",490口,"12,200円",267口,"42,900円",933口,"6,100円",613口,"7,300円"
2017/10/23,071,72口,"100,300円",567口,"16,700円",129口,"58,500円","1,096口","8,300円",531口,"10,000円"
2017/10/24,252,71口,"91,700円",244口,"30,500円",163口,"61,100円",372口,"15,200円",338口,"9,100円"
2017/10/25,921,92口,"80,200円",477口,"13,300円",222口,"46,700円",915口,"6,600円",409口,"8,000円"
2017/10/26,072,93口,"75,400円",531口,"12,500円",247口,"43,900円","1,061口","6,200円",463口,"7,500円"
2017/10/27,830,89口,"94,800円",440口,"15,800円",201口,"55,300円",945口,"7,900円",277口,"9,400円"
2017/10/30,205,95口,"103,600円",487口,"17,200円",176口,"60,400円",871口,"8,600円",394口,"10,300円"
2017/10/31,023,68口,"82,300円",566口,"13,700円",195口,"48,000円","1,084口","6,800円",492口,"8,200円"
