第5064回,2018/12/03,313,121口,"84,000円",358口,"28,000円",243口,"56,000円",388口,"14,000円",531口,"8,400円"
第5065回,2018/12/04,921,80口,"67,500円",656口,"11,200円",270口,"39,300円","1,275口","5,600円",523口,"6,700円"
第5066回,2018/12/05,009,67口,"97,700円",239口,"32,500円",173口,"65,100円",334口,"16,200円",484口,"9,700円"
第5067回,2018/12/06,295,91口,"90,900円",381口,"15,100円",169口,"53,000円",843口,"7,500円",450口,"9,000円"
第5068回,2018/12/07,223,115口,"74,200円",373口,"24,700円",237口,"49,400円",349口,"12,300円",469口,"7,400円"
第5069回,2018/12/10,991,70口,"109,700円",309口,"36,500円",154口,"73,100円",457口,"18,200円",404口,"10,900円"
第5070回,2018/12/11,656,45口,"129,800円",180口,"43,200円",106口,"86,500円",256口,"21,600円",438口,"12,900円"
第5071回,2018/12/12,304,55口,"117,400円",355口,"19,500円",159口,"68,400円",741口,"9,700円",295口,"11,700円"
第5072回,2018/12/13,136,105口,"76,400円",594口,"12,700円",198口,"44,500円","1,086口","6,300円",519口,"7,600円"
第5073回,2018/12/14,922,60口,"94,100円",273口,"31,300円",243口,"62,700円",351口,"15,600円",584口,"9,400円"
第5074回,2018/12/17,234,128口,"76,000円",821口,"12,600円",322口,"44,300円","1,225口","6,300円",528口,"7,600円"
第5075回,2018/12/18,643,92口,"80,100円",644口,"13,300円",190口,"46,700円","1,259口","6,600円",505口,"8,000円"
第5076回,2018/12/19,871,74口,"87,900円",599口,"14,600円",184口,"51,200円","1,296口","7,300円",520口,"8,700円"
第5077回,2018/12/20,600,49口,"147,100円",180口,"49,000円",89口,"98,000円",222口,"24,500円",557口,"14,700円"
第5078回,2018/12/21,100,93口,"100,600円",252口,"33,500円",155口,"67,000円",273口,"16,700円",746口,"10,000円"
第5079回,2018/12/24,329,148口,"68,400円",757口,"11,400円",352口,"39,900円","1,271口","5,700円",534口,"6,800円"
第5080回,2018/12/25,442,68口,"120,000円",247口,"40,000円",108口,"80,000円",354口,"20,000円",402口,"12,000円"
第5081回,2018/12/26,644,79口,"108,300円",254口,"36,100円",133口,"72,200円",257口,"18,000円",672口,"10,800円"
第5082回,2018/12/27,080,61口,"124,400円",254口,"41,400円",131口,"82,900円",331口,"20,700円",393口,"12,400円"
第5083回,2018/12/28,234,96口,"89,300円",661口,"14,800円",269口,"52,000円","1,032口","7,400円",513口,"8,900円"
