第1173回,2003/06/04,271,192口,"88,900円","1,078口","14,800円",301口,"51,800円","2,316口","7,400円",445口,"8,800円","155,058,000円"
第1174回,2003/06/06,170,144口,"108,600円",911口,"18,100円",302口,"63,300円","1,898口","9,000円",531口,"10,800円","164,963,600円"
第1175回,2003/06/09,493,153口,"110,100円",843口,"18,300円",307口,"64,200円","1,845口","9,100円",624口,"11,000円","168,592,400円"
第1176回,2003/06/11,608,191口,"102,900円",599口,"17,100円",381口,"60,000円","1,145口","8,500円",636口,"10,200円","153,824,400円"
第1177回,2003/06/13,441,199口,"100,300円",451口,"33,400円",313口,"66,800円",680口,"16,700円",593口,"10,000円","163,003,200円"
第1178回,2003/06/16,996,168口,"123,700円",370口,"41,200円",297口,"82,400円",502口,"20,600円",408口,"12,300円","168,756,800円"
第1179回,2003/06/18,889,257口,"85,600円",324口,"28,500円",426口,"57,000円",468口,"14,200円",585口,"8,500円","149,450,800円"
第1180回,2003/06/20,044,176口,"116,200円",354口,"38,700円",245口,"77,400円",560口,"19,300円",713口,"11,600円","160,640,000円"
第1181回,2003/06/23,346,205口,"101,600円",889口,"16,900円",304口,"59,200円","1,695口","8,400円",682口,"10,100円","167,071,400円"
第1182回,2003/06/25,903,201口,"101,500円",702口,"16,900円",343口,"59,200円","1,522口","8,400円",480口,"10,100円","156,418,200円"
第1183回,2003/06/27,609,279口,"94,000円",736口,"15,600円",369口,"54,800円","1,499口","7,800円",575口,"9,400円","166,972,400円"
第1184回,2003/06/30,749,187口,"111,400円",848口,"18,500円",337口,"64,900円","1,710口","9,200円",581口,"11,100円","179,695,000円"
