第4351回,2016/03/02,927,88口,"79,800円",492口,"13,300円",291口,"46,500円","1,070口","6,600円",483口,"7,900円"
第4352回,2016/03/03,002,143口,"96,500円",215口,"32,100円",133口,"64,300円",285口,"16,000円",388口,"9,600円"
第4353回,2016/03/04,201,105口,"75,400円",695口,"12,500円",231口,"43,900円","1,244口","6,200円",537口,"7,500円"
第4354回,2016/03/07,405,120口,"103,800円",436口,"17,300円",230口,"60,500円",774口,"8,600円",371口,"10,300円"
第4355回,2016/03/08,500,100口,"81,000円",275口,"27,000円",146口,"54,000円",270口,"13,500円","1,105口","8,100円"
第4356回,2016/03/09,334,82口,"97,600円",228口,"32,500円",167口,"65,000円",264口,"16,200円",385口,"9,700円"
第4357回,2016/03/10,244,93口,"82,800円",307口,"27,600円",161口,"55,200円",390口,"13,800円",781口,"8,200円"
第4358回,2016/03/11,200,128口,"95,600円",186口,"31,800円",161口,"63,700円",189口,"15,900円",724口,"9,500円"
第4359回,2016/03/14,426,135口,"72,400円",790口,"12,000円",298口,"42,200円","1,216口","6,000円",462口,"7,200円"
第4360回,2016/03/15,986,68口,"114,700円",376口,"19,100円",123口,"66,900円",821口,"9,500円",419口,"11,400円"
第4361回,2016/03/16,937,54口,"121,500円",399口,"20,200円",129口,"70,800円",853口,"10,100円",370口,"12,100円"
第4362回,2016/03/17,146,73口,"104,500円",459口,"17,400円",128口,"60,900円",935口,"8,700円",416口,"10,400円"
第4363回,2016/03/18,213,93口,"81,500円",592口,"13,500円",222口,"47,500円","1,083口","6,700円",521口,"8,100円"
第4364回,2016/03/21,257,107口,"80,100円",699口,"13,300円",235口,"46,700円","1,153口","6,600円",416口,"8,000円"
第4365回,2016/03/22,187,49口,"107,700円",475口,"17,900円",114口,"62,800円",964口,"8,900円",433口,"10,700円"
第4366回,2016/03/23,355,94口,"93,600円",276口,"31,200円",176口,"62,400円",223口,"15,600円",468口,"9,300円"
第4367回,2016/03/24,207,108口,"81,500円",400口,"13,500円",252口,"47,500円",790口,"6,700円",391口,"8,100円"
第4368回,2016/03/25,913,80口,"88,200円",511口,"14,700円",232口,"51,400円","1,126口","7,300円",306口,"8,800円"
第4369回,2016/03/28,457,76口,"103,300円",475口,"17,200円",250口,"60,200円",821口,"8,600円",531口,"10,300円"
第4370回,2016/03/29,446,92口,"96,400円",264口,"32,100円",145口,"64,200円",213口,"16,000円",504口,"9,600円"
第4371回,2016/03/30,622,112口,"78,600円",301口,"26,200円",193口,"52,400円",389口,"13,100円",660口,"7,800円"
第4372回,2016/03/31,654,53口,"108,500円",542口,"18,000円",107口,"63,200円","1,006口","9,000円",465口,"10,800円"
