第2825回,2010/04/02,848,70口,"136,400円",230口,"45,400円",136口,"90,900円",280口,"22,700円",494口,"13,600円","101,108,000円"
第2826回,2010/04/05,258,234口,"63,900円","1,005口","10,600円",463口,"37,200円","1,462口","5,300円",654口,"6,300円","122,066,200円"
第2827回,2010/04/06,638,174口,"60,200円",845口,"10,000円",399口,"35,100円","1,456口","5,000円",478口,"6,000円","96,039,000円"
第2828回,2010/04/07,448,139口,"66,600円",447口,"22,200円",266口,"44,400円",649口,"11,100円",496口,"6,600円","92,346,600円"
第2829回,2010/04/08,643,106口,"95,000円",621口,"15,800円",199口,"55,400円","1,162口","7,900円",394口,"9,500円","97,540,000円"
第2830回,2010/04/09,629,127口,"72,100円",714口,"12,000円",352口,"42,000円","1,454口","6,000円",562口,"7,200円","100,824,800円"
第2831回,2010/04/12,696,122口,"98,100円",384口,"32,700円",227口,"65,400円",509口,"16,300円",438口,"9,800円","115,585,800円"
第2832回,2010/04/13,354,114口,"99,000円",529口,"16,500円",177口,"57,700円",967口,"8,200円",430口,"9,900円","94,455,000円"
第2833回,2010/04/14,618,178口,"61,200円",681口,"10,200円",401口,"35,700円","1,242口","5,100円",555口,"6,100円","93,137,200円"
第2834回,2010/04/15,815,142口,"82,300円",583口,"13,700円",299口,"48,000円",978口,"6,800円",657口,"8,200円","102,591,200円"
第2835回,2010/04/16,558,129口,"84,300円",401口,"28,100円",263口,"56,200円",425口,"14,000円",489口,"8,400円","104,566,200円"
第2836回,2010/04/19,420,250口,"72,900円",807口,"12,100円",435口,"42,500円","1,140口","6,000円",454口,"7,200円","126,186,000円"
第2837回,2010/04/20,265,97口,"89,900円",707口,"14,900円",189口,"52,400円","1,297口","7,400円",378口,"8,900円","94,160,800円"
第2838回,2010/04/21,304,77口,"129,700円",382口,"21,600円",163口,"75,600円",745口,"10,800円",400口,"12,900円","97,377,400円"
第2839回,2010/04/22,928,111口,"87,600円",458口,"14,600円",235口,"51,100円","1,039口","7,300円",652口,"8,700円","92,737,800円"
第2840回,2010/04/23,142,70口,"95,000円",821口,"15,800円",172口,"55,400円","1,549口","7,900円",619口,"9,500円","105,207,800円"
第2841回,2010/04/26,954,102口,"118,000円",663口,"19,600円",204口,"68,800円","1,312口","9,800円",511口,"11,800円","129,020,600円"
第2842回,2010/04/27,368,169口,"60,400円",769口,"10,000円",377口,"35,200円","1,471口","5,000円",640口,"6,000円","94,453,800円"
第2843回,2010/04/28,802,78口,"121,600円",382口,"20,200円",203口,"70,900円",847口,"10,100円",321口,"12,100円","98,069,800円"
第2844回,2010/04/29,371,143口,"72,300円",615口,"12,000円",234口,"42,100円","1,438口","6,000円",685口,"7,200円","91,709,000円"
第2845回,2010/04/30,108,158口,"83,300円",545口,"13,800円",317口,"48,500円","1,018口","6,900円",510口,"8,300円","105,460,200円"
