2004/07/02,670,183口,"101,900円",423口,"16,900円",258口,"59,400円","1,027口","8,400円",537口,"10,100円","123,029,400円"
2004/07/05,543,166口,"101,300円",984口,"16,800円",251口,"59,000円","1,697口","8,400円",936口,"10,100円","160,158,000円"
2004/07/06,879,121口,"85,500円",687口,"14,200円",298口,"49,800円","1,424口","7,100円",416口,"8,500円","108,343,000円"
2004/07/07,342,125口,"87,900円",851口,"14,600円",229口,"51,200円","1,900口","7,300円",473口,"8,700円","118,485,600円"
2004/07/08,994,122口,"119,600円",205口,"39,800円",173口,"79,700円",291口,"19,900円",550口,"11,900円","108,808,600円"
2004/07/09,765,180口,"74,200円",941口,"12,300円",328口,"43,200円","1,944口","6,100円",536口,"7,400円","122,681,600円"
2004/07/12,018,176口,"86,300円","1,084口","14,300円",363口,"50,300円","2,094口","7,100円",939口,"8,600円","160,622,600円"
2004/07/13,821,130口,"75,800円",692口,"12,600円",292口,"44,200円","1,436口","6,300円","1,015口","7,500円","107,390,600円"
2004/07/14,498,100口,"122,300円",414口,"20,300円",227口,"71,300円",973口,"10,100円",362口,"12,200円","113,868,200円"
2004/07/15,632,141口,"74,700円",852口,"12,400円",255口,"43,500円","1,591口","6,200円",769口,"7,400円","106,586,400円"
2004/07/16,240,130口,"112,500円",572口,"18,700円",185口,"65,600円","1,321口","9,300円",419口,"11,200円","121,359,600円"
2004/07/19,562,199口,"87,800円",905口,"14,600円",260口,"51,200円","1,612口","7,300円",412口,"8,700円","132,127,200円"
2004/07/20,931,121口,"93,800円",581口,"15,600円",203口,"54,700円","1,301口","7,800円",533口,"9,300円","103,878,600円"
2004/07/21,590,84口,"133,800円",448口,"22,300円",166口,"78,000円",906口,"11,100円",369口,"13,300円","109,394,600円"
2004/07/22,078,73口,"115,200円",496口,"19,200円",215口,"67,200円","1,062口","9,600円",409口,"11,500円","105,141,000円"
2004/07/23,998,181口,"90,900円",306口,"30,300円",298口,"60,600円",437口,"15,100円",392口,"9,000円","119,933,000円"
2004/07/26,883,224口,"96,800円",317口,"32,200円",287口,"64,500円",420口,"16,100円",939口,"9,600円","147,360,000円"
2004/07/27,166,146口,"100,300円",183口,"33,400円",183口,"66,800円",366口,"16,700円",799口,"10,000円","104,783,400円"
2004/07/28,973,84口,"121,300円",512口,"20,200円",169口,"70,700円","1,248口","10,100円",431口,"12,100円","111,953,600円"
2004/07/29,109,170口,"66,600円",608口,"11,100円",446口,"38,800円","1,289口","5,500円",477口,"6,600円","101,687,400円"
2004/07/30,223,209口,"73,200円",343口,"24,400円",338口,"48,800円",504口,"12,200円",815口,"7,300円","116,179,400円"
