2018/01/05,384,79口,"96,500円",450口,"16,000円",208口,"56,200円",822口,"8,000円",442口,"9,600円"
2018/01/08,976,81口,"111,400円",598口,"18,500円",149口,"64,900円","1,095口","9,200円",509口,"11,100円"
2018/01/09,930,90口,"95,300円",475口,"15,800円",180口,"55,500円",890口,"7,900円",356口,"9,500円"
2018/01/10,634,125口,"73,200円",517口,"12,200円",304口,"42,700円",985口,"6,100円",475口,"7,300円"
2018/01/11,223,133口,"67,900円",341口,"22,600円",285口,"45,200円",340口,"11,300円",597口,"6,700円"
2018/01/12,413,108口,"78,400円",517口,"13,000円",254口,"45,700円","1,099口","6,500円",483口,"7,800円"
2018/01/15,881,70口,"127,600円",242口,"42,500円",140口,"85,000円",382口,"21,200円",508口,"12,700円"
2018/01/16,368,85口,"73,200円",615口,"12,200円",260口,"42,700円","1,067口","6,100円",651口,"7,300円"
2018/01/17,873,70口,"80,700円",509口,"13,400円",248口,"47,000円","1,079口","6,700円",441口,"8,000円"
2018/01/18,916,110口,"69,100円",527口,"11,500円",331口,"40,300円","1,037口","5,700円",497口,"6,900円"
2018/01/19,955,49口,"99,200円",251口,"33,000円",144口,"66,100円",296口,"16,500円","1,064口","9,900円"
2018/01/22,122,320口,"39,500円",563口,"13,100円",599口,"26,300円",497口,"6,500円",742口,"3,900円"
2018/01/23,327,105口,"56,900円",691口,"9,400円",310口,"33,100円","1,329口","4,700円",543口,"5,600円"
2018/01/24,092,78口,"91,600円",430口,"15,200円",177口,"53,400円",823口,"7,600円",402口,"9,100円"
2018/01/25,282,47口,"117,600円",248口,"39,200円",107口,"78,400円",367口,"19,600円",279口,"11,700円"
2018/01/26,956,54口,"122,200円",358口,"20,300円",136口,"71,200円",807口,"10,100円",377口,"12,200円"
2018/01/29,415,121口,"74,500円",670口,"12,400円",347口,"43,400円","1,055口","6,200円",536口,"7,400円"
2018/01/30,432,62口,"81,400円",596口,"13,500円",166口,"47,400円","1,150口","6,700円",626口,"8,100円"
2018/01/31,437,39口,"105,800円",459口,"17,600円",151口,"61,700円","1,014口","8,800円",518口,"10,500円"
