2011/03/02,331,164口,"71,700円",337口,"23,900円",288口,"47,800円",385口,"11,900円",682口,"7,100円","95,738,000円"
2011/03/03,806,75口,"128,200円",339口,"21,300円",201口,"74,700円",654口,"10,600円",342口,"12,800円","96,154,000円"
2011/03/04,545,76口,"120,300円",271口,"40,100円",142口,"80,200円",415口,"20,000円",448口,"12,000円","100,250,600円"
2011/03/07,976,146口,"91,800円",652口,"15,300円",228口,"53,500円","1,379口","7,600円",720口,"9,100円","117,274,800円"
2011/03/08,152,58口,"114,200円",533口,"19,000円",133口,"66,600円","1,222口","9,500円",414口,"11,400円","93,360,000円"
2011/03/09,215,161口,"73,700円",570口,"12,200円",260口,"42,900円","1,103口","6,100円",526口,"7,300円","90,555,000円"
2011/03/10,724,161口,"64,900円",730口,"10,800円",357口,"37,800円","1,390口","5,400円",573口,"6,400円","95,835,000円"
2011/03/11,437,81口,"85,800円",473口,"14,300円",202口,"50,000円",949口,"7,100円",604口,"8,500円","79,573,000円"
2011/03/14,635,110口,"88,400円",585口,"14,700円",162口,"51,500円","1,129口","7,300円",462口,"8,800円","86,915,800円"
2011/03/15,746,96口,"78,200円",424口,"13,000円",231口,"45,600円",829口,"6,500円",559口,"7,800円","74,154,200円"
2011/03/16,402,81口,"101,800円",349口,"16,900円",173口,"59,300円",735口,"8,400円",240口,"10,100円","73,644,800円"
2011/03/17,557,83口,"92,600円",241口,"30,800円",160口,"61,700円",241口,"15,400円",543口,"9,200円","75,047,400円"
2011/03/18,095,45口,"138,500円",343口,"23,000円",116口,"80,700円",650口,"11,500円",423口,"13,800円","82,007,200円"
2011/03/21,138,141口,"61,900円",848口,"10,300円",238口,"36,100円","1,770口","5,100円",814口,"6,100円","89,557,600円"
2011/03/22,318,226口,"36,400円",988口,"6,000円",561口,"21,200円","2,100口","3,000円",580口,"3,600円","76,950,600円"
2011/03/23,261,59口,"99,900円",485口,"16,600円",148口,"58,200円","1,078口","8,300円",425口,"9,900円","79,638,400円"
2011/03/24,704,67口,"101,800円",441口,"16,900円",223口,"59,300円",806口,"8,400円",317口,"10,100円","83,629,400円"
2011/03/25,298,75口,"99,900円",484口,"16,600円",210口,"58,200円","1,153口","8,300円",347口,"9,900円","90,802,600円"
2011/03/28,335,155口,"88,300円",321口,"29,400円",252口,"58,800円",353口,"14,700円",690口,"8,800円","109,550,800円"
2011/03/29,680,109口,"99,200円",344口,"16,500円",163口,"57,800円",767口,"8,200円",552口,"9,900円","83,951,800円"
2011/03/30,352,100口,"86,600円",584口,"14,400円",176口,"50,500円","1,240口","7,200円",394口,"8,600円","85,283,800円"
2011/03/31,225,160口,"65,400円",379口,"21,800円",282口,"43,600円",429口,"10,900円",610口,"6,500円","88,302,800円"
