2019/09/03,874,98口,"97,500円",436口,"16,200円",157口,"56,800円",886口,"8,100円",417口,"9,700円"
2019/09/04,012,71口,"112,700円",402口,"18,700円",147口,"65,700円",806口,"9,300円",413口,"11,200円"
2019/09/05,773,99口,"98,100円",254口,"32,700円",177口,"65,400円",279口,"16,300円",341口,"9,800円"
2019/09/06,489,53口,"110,500円",431口,"18,400円",168口,"64,400円",890口,"9,200円",556口,"11,000円"
2019/09/09,032,94口,"98,500円",624口,"16,400円",186口,"57,400円","1,087口","8,200円",607口,"9,800円"
2019/09/10,557,77口,"98,200円",241口,"32,700円",174口,"65,400円",238口,"16,300円",478口,"9,800円"
2019/09/11,169,55口,"82,000円",569口,"13,600円",222口,"47,800円","1,216口","6,800円",562口,"8,200円"
2019/09/12,304,62口,"103,100円",440口,"17,100円",175口,"60,100円",842口,"8,500円",410口,"10,300円"
2019/09/13,910,115口,"77,300円",476口,"12,800円",306口,"45,000円",960口,"6,400円",498口,"7,700円"
2019/09/16,133,68口,"107,300円",275口,"35,700円",130口,"71,500円",442口,"17,800円",627口,"10,700円"
2019/09/17,323,105口,"86,000円",235口,"28,600円",190口,"57,300円",248口,"14,300円",599口,"8,600円"
2019/09/18,786,50口,"111,800円",414口,"18,600円",109口,"65,200円",911口,"9,300円",545口,"11,100円"
2019/09/19,583,80口,"71,700円",700口,"11,900円",220口,"41,800円","1,586口","5,900円",368口,"7,100円"
2019/09/20,240,44口,"112,900円",469口,"18,800円",152口,"65,800円","1,017口","9,400円",386口,"11,200円"
2019/09/23,825,144口,"70,900円",673口,"11,800円",278口,"41,300円","1,064口","5,900円",607口,"7,000円"
2019/09/24,069,66口,"99,900円",435口,"16,600円",160口,"58,200円",832口,"8,300円",336口,"9,900円"
2019/09/25,665,66口,"135,700円",190口,"45,200円",102口,"90,400円",222口,"22,600円",329口,"13,500円"
2019/09/26,876,53口,"123,300円",408口,"20,500円",105口,"71,900円",791口,"10,200円",442口,"12,300円"
2019/09/27,286,58口,"98,000円",546口,"16,300円",186口,"57,100円","1,044口","8,100円",470口,"9,800円"
2019/09/30,766,57口,"122,000円",251口,"40,600円",138口,"81,300円",306口,"20,300円",779口,"12,200円"
