第4719回,2017/08/02,722,101口,"75,200円",269口,"25,000円",199口,"50,100円",375口,"12,500円",580口,"7,500円"
第4720回,2017/08/03,661,93口,"105,400円",219口,"35,100円",95口,"70,200円",303口,"17,500円",339口,"10,500円"
第4721回,2017/08/04,082,28口,"134,300円",388口,"22,300円",110口,"78,300円",864口,"11,100円",293口,"13,400円"
第4722回,2017/08/07,207,62口,"109,300円",399口,"18,200円",178口,"63,700円",708口,"9,100円",494口,"10,900円"
第4723回,2017/08/08,594,56口,"82,500円",427口,"13,700円",233口,"48,100円",971口,"6,800円",377口,"8,200円"
第4724回,2017/08/09,097,40口,"107,600円",408口,"17,900円",132口,"62,700円",865口,"8,900円",365口,"10,700円"
第4725回,2017/08/10,229,67口,"92,800円",256口,"30,900円",152口,"61,800円",277口,"15,400円",560口,"9,200円"
第4726回,2017/08/11,347,47口,"100,700円",381口,"16,700円",148口,"58,700円",818口,"8,300円",439口,"10,000円"
第4727回,2017/08/14,693,71口,"80,800円",636口,"13,400円",214口,"47,100円","1,378口","6,700円",325口,"8,000円"
第4728回,2017/08/15,201,65口,"110,000円",385口,"18,300円",118口,"64,100円",722口,"9,100円",430口,"11,000円"
第4729回,2017/08/16,508,72口,"96,700円",423口,"16,100円",173口,"56,400円",775口,"8,000円",446口,"9,600円"
第4730回,2017/08/17,711,98口,"72,100円",341口,"24,000円",177口,"48,000円",499口,"12,000円",711口,"7,200円"
第4731回,2017/08/18,105,91口,"85,500円",420口,"14,200円",249口,"49,800円",823口,"7,100円",456口,"8,500円"
第4732回,2017/08/21,933,53口,"120,800円",291口,"40,200円",119口,"80,500円",323口,"20,100円",571口,"12,000円"
第4733回,2017/08/22,015,36口,"124,300円",334口,"20,700円",122口,"72,500円",740口,"10,300円",369口,"12,400円"
第4734回,2017/08/23,409,68口,"91,500円",369口,"15,200円",212口,"53,300円",673口,"7,600円",498口,"9,100円"
第4735回,2017/08/24,432,60口,"111,500円",391口,"18,500円",123口,"65,000円",811口,"9,200円",342口,"11,100円"
第4736回,2017/08/25,253,72口,"95,000円",492口,"15,800円",155口,"55,400円",980口,"7,900円",607口,"9,500円"
第4737回,2017/08/28,185,70口,"95,900円",655口,"15,900円",173口,"55,900円","1,311口","7,900円",551口,"9,500円"
第4738回,2017/08/29,153,85口,"75,000円",642口,"12,500円",197口,"43,700円","1,318口","6,200円",302口,"7,500円"
第4739回,2017/08/30,862,45口,"105,400円",475口,"17,500円",138口,"61,400円","1,098口","8,700円",323口,"10,500円"
第4740回,2017/08/31,007,84口,"88,700円",323口,"29,500円",176口,"59,100円",300口,"14,700円",388口,"8,800円"
