第1328回,2004/06/04,376,154口,"113,000円",846口,"18,800円",255口,"65,900円","1,532口","9,400円",401口,"11,300円","153,645,600円"
第1329回,2004/06/07,554,204口,"101,700円",313口,"33,900円",332口,"67,800円",471口,"16,900円",835口,"10,100円","156,437,400円"
第1330回,2004/06/09,076,103口,"142,700円",572口,"23,700円",180口,"83,200円","1,419口","11,800円",376口,"14,200円","145,667,400円"
第1331回,2004/06/11,859,108口,"123,000円",658口,"20,500円",255口,"71,700円","1,418口","10,200円",608口,"12,300円","149,188,400円"
第1332回,2004/06/14,978,166口,"93,500円",938口,"15,500円",312口,"54,500円","1,951口","7,700円",966口,"9,300円","158,733,400円"
第1333回,2004/06/16,134,188口,"91,700円",797口,"15,200円",331口,"53,400円","1,772口","7,600円",813口,"9,100円","151,469,400円"
第1334回,2004/06/18,236,274口,"68,400円","1,193口","11,400円",473口,"39,900円","2,484口","5,700円",766口,"6,800円","157,083,400円"
第1335回,2004/06/21,462,224口,"78,700円","1,245口","13,100円",342口,"45,900円","2,111口","6,500円",596口,"7,800円","151,602,000円"
第1336回,2004/06/23,206,229口,"93,400円",808口,"15,500円",316口,"54,400円","1,526口","7,700円",483口,"9,300円","150,267,200円"
第1337回,2004/06/25,814,253口,"75,000円",875口,"12,500円",505口,"43,700円","1,766口","6,200円",750口,"7,500円","152,788,800円"
第1338回,2004/06/28,837,168口,"105,700円",901口,"17,600円",260口,"61,600円","1,830口","8,800円",711口,"10,500円","162,886,800円"
第1339回,2004/06/30,902,148口,"112,500円",625口,"18,700円",322口,"65,600円","1,365口","9,300円",517口,"11,200円","151,379,000円"
