第1577回,2005/06/01,634,162口,"75,900円",634口,"12,600円",324口,"44,200円","1,317口","6,300円",548口,"7,500円","104,854,400円"
第1578回,2005/06/02,363,155口,"94,700円",246口,"31,500円",176口,"63,100円",369口,"15,700円",574口,"9,400円","99,654,200円"
第1579回,2005/06/03,327,221口,"63,000円",761口,"10,500円",463口,"36,700円","1,543口","5,200円",485口,"6,300円","111,308,000円"
第1580回,2005/06/06,042,156口,"102,800円",724口,"17,100円",232口,"59,900円","1,221口","8,500円",685口,"10,200円","133,077,000円"
第1581回,2005/06/07,100,114口,"123,700円",133口,"41,200円",141口,"82,400円",178口,"20,600円",788口,"12,300円","99,219,800円"
第1582回,2005/06/08,920,139口,"81,300円",575口,"13,500円",269口,"47,400円","1,199口","6,700円",457口,"8,100円","97,182,000円"
第1583回,2005/06/09,287,145口,"74,900円",643口,"12,400円",246口,"43,600円","1,392口","6,200円",579口,"7,400円","94,852,000円"
第1584回,2005/06/10,217,172口,"67,800円",736口,"11,300円",356口,"39,500円","1,365口","5,600円",552口,"6,700円","101,288,000円"
第1585回,2005/06/13,709,170口,"100,200円",516口,"16,700円",314口,"58,400円","1,006口","8,300円",441口,"10,000円","126,301,600円"
第1586回,2005/06/14,885,71口,"122,900円",166口,"40,900円",166口,"81,900円",330口,"20,400円",490口,"12,200円","93,135,000円"
第1587回,2005/06/15,368,188口,"62,000円",732口,"10,300円",387口,"36,100円","1,473口","5,100円",570口,"6,200円","98,680,000円"
第1588回,2005/06/16,769,90口,"106,300円",464口,"17,700円",234口,"62,000円",987口,"8,800円",349口,"10,600円","99,517,400円"
第1589回,2005/06/17,351,139口,"77,700円",790口,"12,900円",259口,"45,300円","1,788口","6,400円",554口,"7,700円","108,175,000円"
第1590回,2005/06/20,097,95口,"152,900円",489口,"25,400円",158口,"89,100円",910口,"12,700円",487口,"15,200円","133,655,200円"
第1591回,2005/06/21,671,93口,"110,600円",520口,"18,400円",132口,"64,500円","1,186口","9,200円",561口,"11,000円","101,206,400円"
第1592回,2005/06/22,402,138口,"87,700円",506口,"14,600円",299口,"51,100円",996口,"7,300円",394口,"8,700円","101,193,600円"
第1593回,2005/06/23,378,124口,"80,100円",647口,"13,300円",301口,"46,700円","1,241口","6,600円",506口,"8,000円","99,965,800円"
第1594回,2005/06/24,377,134口,"99,100円",283口,"33,000円",207口,"66,000円",455口,"16,500円",563口,"9,900円","109,829,800円"
第1595回,2005/06/27,065,87口,"134,500円",648口,"22,400円",170口,"78,400円","1,221口","11,200円",525口,"13,400円","134,053,000円"
第1596回,2005/06/28,095,85口,"120,800円",422口,"20,100円",167口,"70,400円","1,041口","10,000円",301口,"12,000円","99,292,800円"
第1597回,2005/06/29,747,91口,"133,700円",161口,"44,500円",112口,"89,100円",291口,"22,200円",730口,"13,300円","101,285,800円"
第1598回,2005/06/30,395,102口,"103,300円",588口,"17,200円",195口,"60,200円","1,335口","8,600円",235口,"10,300円","103,053,600円"
