第3452回,2012/09/03,458,100口,"92,000円",547口,"15,300円",258口,"53,600円","1,014口","7,600円",520口,"9,200円","97,795,600円"
第3453回,2012/09/04,357,119口,"71,600円",512口,"11,900円",266口,"41,700円",900口,"5,900円",400口,"7,100円","75,563,800円"
第3454回,2012/09/05,748,108口,"85,700円",425口,"14,200円",200口,"49,900円",897口,"7,100円",450口,"8,500円","79,089,600円"
第3455回,2012/09/06,988,68口,"106,000円",237口,"35,300円",128口,"70,600円",316口,"17,600円",529口,"10,600円","79,648,400円"
第3456回,2012/09/07,926,138口,"67,700円",541口,"11,200円",311口,"39,400円","1,245口","5,600円",459口,"6,700円","84,184,000円"
第3457回,2012/09/10,351,108口,"77,800円",815口,"12,900円",225口,"45,300円","1,665口","6,400円",471口,"7,700円","97,036,000円"
第3458回,2012/09/11,185,120口,"81,700円",493口,"13,600円",156口,"47,600円","1,016口","6,800円",332口,"8,100円","74,710,200円"
第3459回,2012/09/12,441,108口,"90,500円",251口,"30,100円",157口,"60,300円",349口,"15,000円",297口,"9,000円","77,282,000円"
第3460回,2012/09/13,124,92口,"74,000円",509口,"12,300円",262口,"43,100円","1,009口","6,100円",558口,"7,400円","77,250,600円"
第3461回,2012/09/14,445,79口,"110,000円",194口,"36,600円",168口,"73,300円",234口,"18,300円",442口,"11,000円","82,844,600円"
第3462回,2012/09/17,784,52口,"129,200円",451口,"21,500円",113口,"75,300円",847口,"10,700円",372口,"12,900円","86,426,800円"
第3463回,2012/09/18,731,75口,"87,800円",426口,"14,600円",170口,"51,200円",753口,"7,300円",621口,"8,700円","72,216,000円"
第3464回,2012/09/19,728,102口,"74,600円",493口,"12,400円",261口,"43,500円",906口,"6,200円",449口,"7,400円","75,755,200円"
第3465回,2012/09/20,049,54口,"111,700円",354口,"18,600円",168口,"65,100円",744口,"9,300円",413口,"11,100円","78,019,200円"
第3466回,2012/09/21,059,64口,"102,100円",442口,"17,000円",174口,"59,500円",910口,"8,500円",433口,"10,200円","81,296,600円"
第3467回,2012/09/24,715,125口,"72,600円",694口,"12,100円",304口,"42,300円","1,269口","6,000円",566口,"7,200円","93,651,400円"
第3468回,2012/09/25,100,75口,"95,300円",217口,"31,700円",133口,"63,500円",274口,"15,800円",843口,"9,500円","77,573,600円"
第3469回,2012/09/26,466,69口,"105,000円",187口,"35,000円",108口,"70,000円",301口,"17,500円",773口,"10,500円","77,231,000円"
第3470回,2012/09/27,660,185口,"49,500円",503口,"16,500円",320口,"33,000円",590口,"8,200円",429口,"4,900円","77,833,200円"
第3471回,2012/09/28,928,341口,"33,900円",860口,"5,600円",775口,"19,700円","1,286口","2,800円",558口,"3,300円","82,886,800円"
