2012/08/02,261,68口,"96,600円",437口,"16,100円",164口,"56,300円","1,010口","8,000円",426口,"9,600円","78,005,600円"
2012/08/03,360,67口,"91,800円",514口,"15,300円",183口,"53,500円","1,224口","7,600円",455口,"9,100円","83,092,600円"
2012/08/06,055,103口,"88,300円",367口,"29,400円",123口,"58,800円",558口,"14,700円",786口,"8,800円","94,005,600円"
2012/08/07,788,51口,"110,900円",200口,"36,900円",117口,"73,900円",270口,"18,400円",501口,"11,000円","71,695,600円"
2012/08/08,121,121口,"81,800円",229口,"27,200円",172口,"54,500円",375口,"13,600円",297口,"8,100円","73,562,600円"
2012/08/09,343,87口,"86,700円",250口,"28,900円",169口,"57,800円",315口,"14,400円",497口,"8,600円","74,261,000円"
2012/08/10,090,79口,"76,800円",356口,"25,600円",237口,"51,200円",404口,"12,800円",462口,"7,600円","80,150,600円"
2012/08/13,302,98口,"102,900円",406口,"17,100円",158口,"60,000円",731口,"8,500円",599口,"10,200円","86,662,600円"
2012/08/14,333,476口,"55,600円",該当なし,該当なし,該当なし,該当なし,該当なし,該当なし,705口,"5,500円","67,608,800円"
2012/08/15,430,88口,"82,400円",421口,"13,700円",175口,"48,000円",782口,"6,800円",930口,"8,200円","76,637,200円"
2012/08/16,979,112口,"101,800円",155口,"33,900円",141口,"67,800円",219口,"16,900円",541口,"10,100円","78,806,400円"
2012/08/17,911,129口,"73,400円",342口,"24,400円",215口,"48,900円",441口,"12,200円",546口,"7,300円","84,003,600円"
2012/08/20,689,128口,"97,200円",464口,"16,200円",215口,"56,700円",853口,"8,100円",485口,"9,700円","97,278,800円"
2012/08/21,656,89口,"90,000円",269口,"30,000円",138口,"60,000円",324口,"15,000円",448口,"9,000円","73,912,600円"
2012/08/22,810,124口,"64,100円",561口,"10,600円",330口,"37,300円","1,096口","5,300円",349口,"6,400円","76,442,400円"
2012/08/23,514,118口,"80,400円",381口,"13,400円",229口,"46,900円",782口,"6,700円",435口,"8,000円","75,733,600円"
2012/08/24,537,75口,"93,500円",560口,"15,500円",163口,"54,500円","1,088口","7,700円",478口,"9,300円","83,506,200円"
2012/08/27,099,106口,"108,800円",292口,"36,200円",122口,"72,500円",383口,"18,100円",481口,"10,800円","95,932,200円"
2012/08/28,282,102口,"77,500円",301口,"25,800円",159口,"51,600円",560口,"12,900円",349口,"7,700円","75,247,400円"
2012/08/29,887,67口,"113,500円",182口,"37,800円",133口,"75,600円",293口,"18,900円",385口,"11,300円","76,645,800円"
2012/08/30,526,85口,"92,300円",416口,"15,300円",192口,"53,800円",863口,"7,600円",426口,"9,200円","78,154,200円"
2012/08/31,310,149口,"73,100円",539口,"12,100円",285口,"42,600円",942口,"6,000円",354口,"7,300円","84,306,400円"
