第4697回,2017/07/03,871,125口,"67,200円",702口,"11,200円",322口,"39,200円","1,379口","5,600円",714口,"6,700円"
第4698回,2017/07/04,713,98口,"66,500円",569口,"11,000円",281口,"38,700円","1,136口","5,500円",401口,"6,600円"
第4699回,2017/07/05,749,47口,"107,900円",388口,"17,900円",163口,"62,900円",793口,"8,900円",456口,"10,700円"
第4700回,2017/07/06,817,92口,"75,100円",562口,"12,500円",234口,"43,800円","1,081口","6,200円",584口,"7,500円"
第4701回,2017/07/07,346,61口,"104,100円",414口,"17,300円",183口,"60,700円",880口,"8,600円",471口,"10,400円"
第4702回,2017/07/10,844,48口,"107,800円",332口,"35,900円",122口,"71,800円",372口,"17,900円",775口,"10,700円"
第4703回,2017/07/11,010,183口,"60,700円",304口,"20,200円",242口,"40,400円",373口,"10,100円",429口,"6,000円"
第4704回,2017/07/12,904,48口,"124,500円",298口,"20,700円",141口,"72,600円",680口,"10,300円",334口,"12,400円"
第4705回,2017/07/13,159,85口,"87,500円",455口,"14,500円",150口,"51,000円",916口,"7,200円",542口,"8,700円"
第4706回,2017/07/14,458,54口,"97,400円",409口,"16,200円",199口,"56,800円",892口,"8,100円",506口,"9,700円"
第4707回,2017/07/17,401,100口,"85,900円",510口,"14,300円",218口,"50,100円",884口,"7,100円",432口,"8,500円"
第4708回,2017/07/18,880,57口,"106,100円",243口,"35,300円",119口,"70,700円",272口,"17,600円",334口,"10,600円"
第4709回,2017/07/19,332,51口,"113,700円",225口,"37,900円",104口,"75,800円",270口,"18,900円",456口,"11,300円"
第4710回,2017/07/20,008,65口,"124,200円",175口,"41,400円",97口,"82,800円",243口,"20,700円",335口,"12,400円"
第4711回,2017/07/21,109,123口,"66,800円",600口,"11,100円",276口,"38,900円",980口,"5,500円",462口,"6,600円"
第4712回,2017/07/24,381,79口,"76,100円",772口,"12,600円",206口,"44,300円","1,626口","6,300円",389口,"7,600円"
第4713回,2017/07/25,661,54口,"105,600円",251口,"35,200円",116口,"70,400円",346口,"17,600円",308口,"10,500円"
第4714回,2017/07/26,898,64口,"94,500円",208口,"31,500円",116口,"63,000円",223口,"15,700円",954口,"9,400円"
第4715回,2017/07/27,593,73口,"105,700円",338口,"17,600円",139口,"61,600円",721口,"8,800円",402口,"10,500円"
第4716回,2017/07/28,679,52口,"109,400円",383口,"18,200円",175口,"63,800円",697口,"9,100円",406口,"10,900円"
第4717回,2017/07/31,718,134口,"62,600円",765口,"10,400円",322口,"36,500円","1,402口","5,200円",689口,"6,200円"
