第4114回,2015/04/02,677,99口,"88,000円",278口,"29,300円",188口,"58,600円",371口,"14,600円",466口,"8,800円","83,229,400円"
第4115回,2015/04/03,845,78口,"95,100円",491口,"15,800円",211口,"55,400円",876口,"7,900円",395口,"9,500円","83,649,800円"
第4116回,2015/04/06,159,95口,"92,700円",686口,"15,400円",228口,"54,000円","1,188口","7,700円",482口,"9,200円","100,917,200円"
第4117回,2015/04/07,589,85口,"92,100円",344口,"15,300円",222口,"53,700円",732口,"7,600円",410口,"9,200円","76,520,200円"
第4118回,2015/04/08,521,64口,"97,200円",500口,"16,200円",157口,"56,700円",951口,"8,100円",417口,"9,700円","77,809,600円"
第4119回,2015/04/09,988,61口,"100,900円",234口,"33,600円",108口,"67,200円",275口,"16,800円","1,003口","10,000円","80,080,800円"
第4120回,2015/04/10,658,76口,"98,000円",446口,"16,300円",169口,"57,100円",848口,"8,100円",540口,"9,800円","81,361,000円"
第4121回,2015/04/13,507,87口,"106,300円",481口,"17,700円",225口,"62,000円",787口,"8,800円",410口,"10,600円","95,748,400円"
第4122回,2015/04/14,986,41口,"116,500円",336口,"19,400円",146口,"67,900円",795口,"9,700円",412口,"11,600円","75,040,600円"
第4123回,2015/04/15,675,91口,"86,900円",599口,"14,400円",190口,"50,600円","1,054口","7,200円",659口,"8,600円","87,964,800円"
第4124回,2015/04/16,009,78口,"116,400円",223口,"38,800円",148口,"77,600円",306口,"19,400円",410口,"11,600円","88,746,800円"
第4125回,2015/04/17,348,66口,"100,200円",495口,"16,700円",201口,"58,400円",947口,"8,300円",504口,"10,000円","88,022,400円"
第4126回,2015/04/20,164,96口,"85,000円",677口,"14,100円",268口,"49,500円","1,286口","7,000円",594口,"8,500円","100,529,600円"
第4127回,2015/04/21,222,521口,"62,800円",該当なし,該当なし,該当なし,該当なし,該当なし,該当なし,728口,"6,200円","82,935,200円"
第4128回,2015/04/22,220,107口,"81,900円",328口,"27,300円",179口,"54,600円",416口,"13,600円",463口,"8,100円","82,195,600円"
第4129回,2015/04/23,081,56口,"114,200円",455口,"19,000円",109口,"66,600円","1,067口","9,500円",360口,"11,400円","81,307,200円"
第4130回,2015/04/24,153,113口,"72,800円",756口,"12,100円",207口,"42,400円","1,580口","6,000円",477口,"7,200円","87,276,200円"
第4131回,2015/04/27,190,58口,"102,800円",638口,"17,100円",187口,"59,900円","1,235口","8,500円",761口,"10,200円","103,401,200円"
第4132回,2015/04/28,450,50口,"125,900円",408口,"20,900円",130口,"73,400円",821口,"10,400円",298口,"12,500円","81,751,600円"
第4133回,2015/04/29,899,72口,"77,400円",296口,"25,800円",199口,"51,600円",344口,"12,900円",869口,"7,700円","77,025,600円"
第4134回,2015/04/30,242,57口,"114,500円",275口,"38,100円",105口,"76,300円",402口,"19,000円",442口,"11,400円","83,960,200円"
