2013/10/02,021,54口,"85,900円",738口,"14,300円",121口,"50,100円","1,421口","7,100円",337口,"8,500円","76,314,200円"
2013/10/03,996,80口,"105,500円",194口,"35,100円",141口,"70,300円",251口,"17,500円",447口,"10,500円","76,297,200円"
2013/10/04,865,68口,"109,200円",404口,"18,200円",140口,"63,700円",866口,"9,100円",340口,"10,900円","78,422,800円"
2013/10/07,694,108口,"86,700円",642口,"14,400円",219口,"50,500円","1,186口","7,200円",360口,"8,600円","92,078,800円"
2013/10/08,708,142口,"67,900円",297口,"11,300円",209口,"39,600円",606口,"5,600円","1,067口","6,700円","71,082,000円"
2013/10/09,451,65口,"95,800円",433口,"15,900円",140口,"55,800円",987口,"7,900円",327口,"9,500円","71,077,800円"
2013/10/10,110,122口,"61,100円",369口,"20,300円",260口,"40,700円",413口,"10,100円",575口,"6,100円","74,047,800円"
2013/10/11,484,37口,"112,900円",270口,"37,600円",121口,"75,200円",294口,"18,800円",380口,"11,200円","73,950,200円"
2013/10/14,572,113口,"69,000円",705口,"11,500円",242口,"40,200円","1,312口","5,700円",502口,"6,900円","81,522,400円"
2013/10/15,355,67口,"107,300円",198口,"35,700円",96口,"71,500円",198口,"17,800円",555口,"10,700円","68,132,000円"
2013/10/16,249,78口,"87,600円",372口,"14,600円",194口,"51,100円",877口,"7,300円",447口,"8,700円","72,291,200円"
2013/10/17,896,81口,"93,800円",386口,"15,600円",178口,"54,700円",791口,"7,800円",485口,"9,300円","75,794,000円"
2013/10/18,139,102口,"74,900円",531口,"12,400円",196口,"43,600円","1,326口","6,200円",520口,"7,400円","77,867,400円"
2013/10/21,077,66口,"126,500円",243口,"42,100円",112口,"84,300円",327口,"21,000円",546口,"12,600円","93,011,200円"
2013/10/22,503,80口,"93,000円",358口,"15,500円",189口,"54,200円",721口,"7,700円",435口,"9,300円","73,068,400円"
2013/10/23,907,66口,"119,800円",301口,"19,900円",128口,"69,800円",717口,"9,900円",251口,"11,900円","73,406,200円"
2013/10/24,306,68口,"99,200円",384口,"16,500円",195口,"57,800円",729口,"8,200円",238口,"9,900円","72,854,600円"
2013/10/25,693,90口,"56,200円",788口,"9,300円",319口,"32,700円","1,758口","4,600円",592口,"5,600円","76,577,600円"
2013/10/28,454,84口,"132,800円",218口,"44,200円",118口,"88,500円",245口,"22,100円",462口,"13,200円","95,178,600円"
2013/10/29,140,60口,"105,200円",404口,"17,500円",123口,"61,300円",944口,"8,700円",293口,"10,500円","71,781,600円"
2013/10/30,348,94口,"90,000円",388口,"15,000円",176口,"52,500円",874口,"7,500円",463口,"9,000円","76,130,000円"
2013/10/31,052,78口,"101,200円",405口,"16,800円",137口,"59,000円",879口,"8,400円",464口,"10,100円","77,619,800円"
