2019/02/04,766,63口,"127,300円",224口,"42,400円",107口,"84,800円",276口,"21,200円","1,055口","12,700円"
2019/02/05,322,84口,"83,800円",333口,"27,900円",162口,"55,800円",402口,"13,900円",659口,"8,300円"
2019/02/06,660,128口,"71,600円",323口,"23,800円",239口,"47,700円",433口,"11,900円",374口,"7,100円"
2019/02/07,626,115口,"77,600円",280口,"25,800円",254口,"51,700円",258口,"12,900円",505口,"7,700円"
2019/02/08,684,51口,"108,600円",535口,"18,100円",136口,"63,300円","1,069口","9,000円",502口,"10,800円"
2019/02/11,077,93口,"108,500円",238口,"36,100円",135口,"72,300円",321口,"18,000円",608口,"10,800円"
2019/02/12,882,57口,"117,200円",237口,"39,000円",115口,"78,100円",290口,"19,500円",285口,"11,700円"
2019/02/13,087,80口,"90,600円",508口,"15,100円",169口,"52,800円",989口,"7,500円",480口,"9,000円"
2019/02/14,446,78口,"98,700円",240口,"32,900円",145口,"65,800円",294口,"16,400円",558口,"9,800円"
2019/02/15,771,86口,"100,100円",308口,"33,300円",188口,"66,700円",339口,"16,600円",500口,"10,000円"
2019/02/18,878,96口,"82,700円",559口,"27,500円",218口,"55,100円",566口,"13,700円",604口,"8,200円"
2019/02/19,991,107口,"71,400円",418口,"23,800円",203口,"47,600円",564口,"11,900円",381口,"7,100円"
2019/02/20,956,30口,"163,300円",320口,"27,200円",103口,"95,200円",591口,"13,600円",469口,"16,300円"
2019/02/21,831,110口,"73,400円",588口,"12,200円",296口,"42,800円","1,287口","6,100円",442口,"7,300円"
2019/02/22,672,77口,"97,300円",595口,"16,200円",177口,"56,700円","1,079口","8,100円",481口,"9,700円"
2019/02/25,661,174口,"72,700円",424口,"24,200円",298口,"48,400円",427口,"12,100円",543口,"7,200円"
2019/02/26,635,42口,"118,900円",461口,"19,800円",123口,"69,300円",872口,"9,900円",543口,"11,800円"
2019/02/27,663,89口,"83,200円",334口,"27,700円",228口,"55,400円",387口,"13,800円",507口,"8,300円"
2019/02/28,366,118口,"68,200円",404口,"22,700円",164口,"45,400円",607口,"11,300円",878口,"6,800円"
