2019/03/04,123,235口,"54,800円",936口,"9,100円",444口,"31,900円","1,337口","4,500円",607口,"5,400円"
2019/03/05,892,50口,"120,500円",447口,"20,000円",122口,"70,200円",961口,"10,000円",412口,"12,000円"
2019/03/06,637,69口,"94,400円",502口,"15,700円",199口,"55,000円","1,019口","7,800円",471口,"9,400円"
2019/03/07,757,47口,"127,100円",229口,"42,300円",118口,"84,700円",272口,"21,100円",450口,"12,700円"
2019/03/08,097,57口,"124,300円",490口,"20,700円",127口,"72,500円",847口,"10,300円",448口,"12,400円"
2019/03/11,302,123口,"86,600円",621口,"14,400円",294口,"50,500円","1,027口","7,200円",486口,"8,600円"
2019/03/12,030,67口,"95,300円",314口,"31,700円",163口,"63,500円",325口,"15,800円",511口,"9,500円"
2019/03/13,413,99口,"69,800円",646口,"11,600円",300口,"40,700円","1,076口","5,800円",678口,"6,900円"
2019/03/14,449,52口,"104,000円",262口,"34,600円",171口,"69,300円",261口,"17,300円",547口,"10,400円"
2019/03/15,652,60口,"110,400円",515口,"18,400円",135口,"64,400円","1,049口","9,200円",465口,"11,000円"
2019/03/18,631,145口,"68,300円",986口,"11,300円",274口,"39,800円","1,630口","5,600円",583口,"6,800円"
2019/03/19,998,57口,"116,000円",227口,"38,600円",148口,"77,300円",242口,"19,300円",397口,"11,600円"
2019/03/20,431,50口,"126,600円",428口,"21,100円",105口,"73,800円",839口,"10,500円",381口,"12,600円"
2019/03/21,378,68口,"95,900円",467口,"15,900円",172口,"55,900円",833口,"7,900円",432口,"9,500円"
2019/03/22,148,44口,"105,300円",539口,"17,500円",159口,"61,400円","1,146口","8,700円",478口,"10,500円"
2019/03/25,887,148口,"83,500円",387口,"27,800円",215口,"55,600円",379口,"13,900円",613口,"8,300円"
2019/03/26,556,92口,"85,400円",268口,"28,400円",212口,"56,900円",291口,"14,200円",549口,"8,500円"
2019/03/27,247,93口,"76,800円",588口,"12,800円",208口,"44,800円","1,207口","6,400円",648口,"7,600円"
2019/03/28,967,58口,"105,300円",455口,"17,500円",126口,"61,400円",855口,"8,700円",718口,"10,500円"
2019/03/29,960,43口,"111,200円",498口,"18,500円",168口,"64,800円","1,112口","9,200円",379口,"11,100円"
