2008/02/04,122,217口,"79,400円",457口,"26,400円",269口,"52,900円",534口,"13,200円",873口,"7,900円","128,075,400円"
2008/02/05,699,108口,"104,500円",252口,"34,800円",173口,"69,600円",361口,"17,400円",605口,"10,400円","99,471,800円"
2008/02/06,745,148口,"82,600円",585口,"13,700円",261口,"48,100円","1,028口","6,800円",517口,"8,200円","98,293,000円"
2008/02/07,014,84口,"114,500円",490口,"19,000円",190口,"66,700円","1,031口","9,500円",362口,"11,400円","101,433,400円"
2008/02/08,086,66口,"130,000円",536口,"21,600円",129口,"75,800円","1,110口","10,800円",504口,"13,000円","107,919,800円"
2008/02/11,014,109口,"127,300円",507口,"21,200円",173口,"74,200円",916口,"10,600円",426口,"12,700円","116,947,200円"
2008/02/12,610,125口,"88,600円",460口,"14,700円",256口,"51,600円",902口,"7,300円",319口,"8,800円","90,240,000円"
2008/02/13,569,106口,"108,300円",364口,"18,000円",200口,"63,100円",845口,"9,000円",481口,"10,800円","96,761,400円"
2008/02/14,705,110口,"97,800円",437口,"16,300円",294口,"57,000円",773口,"8,100円",412口,"9,700円","99,977,200円"
2008/02/15,435,98口,"102,700円",614口,"17,100円",175口,"59,900円","1,186口","8,500円","1,008口","10,200円","114,610,200円"
2008/02/18,599,164口,"122,500円",266口,"40,800円",186口,"81,600円",341口,"20,400円",650口,"12,200円","135,737,600円"
2008/02/19,802,91口,"100,200円",550口,"16,700円",249口,"58,400円","1,088口","8,300円",376口,"10,000円","101,615,000円"
2008/02/20,215,261口,"57,200円",755口,"9,500円",418口,"33,300円","1,299口","4,700円",690口,"5,700円","102,772,200円"
2008/02/21,276,90口,"96,000円",589口,"16,000円",205口,"56,000円","1,180口","8,000円",767口,"9,600円","103,045,000円"
2008/02/22,175,115口,"77,800円",866口,"12,900円",329口,"45,300円","1,692口","6,400円",453口,"7,700円","110,363,000円"
2008/02/25,128,242口,"61,400円","1,109口","10,200円",495口,"35,800円","1,984口","5,100円",834口,"6,100円","131,780,600円"
2008/02/26,472,83口,"96,800円",641口,"16,100円",209口,"56,400円","1,417口","8,000円",304口,"9,600円","99,054,400円"
2008/02/27,348,135口,"76,700円",652口,"12,700円",301口,"44,700円","1,309口","6,300円",693口,"7,600円","101,869,400円"
2008/02/28,956,115口,"87,800円",620口,"14,600円",259口,"51,200円","1,287口","7,300円",672口,"8,700円","106,198,200円"
2008/02/29,616,181口,"91,100円",265口,"30,300円",273口,"60,700円",368口,"15,100円",568口,"9,100円","115,318,200円"
