2015/07/02,516,97口,"89,400円",452口,"14,900円",224口,"52,100円",869口,"7,400円",440口,"8,900円","83,324,200円"
2015/07/03,447,78口,"108,000円",227口,"36,000円",142口,"72,000円",270口,"18,000円",638口,"10,800円","85,761,000円"
2015/07/06,174,87口,"79,900円",924口,"13,300円",193口,"46,600円","1,795口","6,600円",616口,"7,900円","100,393,800円"
2015/07/07,097,60口,"119,600円",387口,"19,900円",118口,"69,700円",869口,"9,900円",370口,"11,900円","80,492,000円"
2015/07/08,583,87口,"66,300円",649口,"11,000円",313口,"38,600円","1,433口","5,500円",496口,"6,600円","80,613,400円"
2015/07/09,590,43口,"104,000円",500口,"17,300円",151口,"60,600円","1,007口","8,600円",425口,"10,400円","78,823,200円"
2015/07/10,818,131口,"76,800円",274口,"25,600円",260口,"51,200円",301口,"12,800円",536口,"7,600円","85,246,600円"
2015/07/13,721,220口,"50,800円",926口,"8,400円",445口,"29,600円","1,583口","4,200円",750口,"5,000円","94,980,600円"
2015/07/14,279,114口,"65,200円",489口,"10,800円",253口,"38,000円","1,018口","5,400円",825口,"6,500円","74,063,000円"
2015/07/15,023,56口,"113,000円",377口,"18,800円",139口,"65,900円",813口,"9,400円",458口,"11,300円","78,771,400円"
2015/07/16,334,84口,"76,900円",325口,"25,600円",235口,"51,200円",264口,"12,800円",427口,"7,600円","74,501,600円"
2015/07/17,598,67口,"98,900円",392口,"16,400円",163口,"57,600円",756口,"8,200円",688口,"9,800円","79,018,200円"
2015/07/20,844,67口,"104,700円",279口,"34,900円",120口,"69,800円",348口,"17,400円",724口,"10,400円","86,182,000円"
2015/07/21,895,51口,"131,800円",307口,"21,900円",86口,"76,800円",711口,"10,900円",406口,"13,100円","73,863,000円"
2015/07/22,013,57口,"120,400円",365口,"20,000円",109口,"70,200円",825口,"10,000円",286口,"12,000円","74,595,400円"
2015/07/23,300,111口,"77,400円",252口,"25,800円",180口,"51,600円",254口,"12,900円",776口,"7,700円","74,843,600円"
2015/07/24,468,80口,"90,400円",397口,"15,000円",206口,"52,700円",846口,"7,500円",570口,"9,000円","79,162,600円"
2015/07/27,287,77口,"77,200円",887口,"12,800円",204口,"45,000円","1,681口","6,400円",565口,"7,700円","92,725,800円"
2015/07/28,080,36口,"147,700円",167口,"49,200円",97口,"98,400円",219口,"24,600円",332口,"14,700円","74,211,000円"
2015/07/29,461,67口,"104,900円",454口,"17,400円",133口,"61,100円",808口,"8,700円",405口,"10,400円","76,541,000円"
2015/07/30,409,69口,"98,500円",338口,"16,400円",208口,"57,400円",679口,"8,200円",416口,"9,800円","75,559,200円"
2015/07/31,004,67口,"90,700円",336口,"30,200円",184口,"60,400円",384口,"15,100円",317口,"9,000円","80,136,200円"
