第3794回,2014/01/06,098,100口,"94,800円",668口,"15,800円",224口,"55,300円","1,519口","7,900円",874口,"9,400円","117,156,600円"
第3795回,2014/01/07,578,77口,"97,600円",531口,"16,200円",194口,"56,900円","1,000口","8,100円",527口,"9,700円","90,008,200円"
第3796回,2014/01/08,721,128口,"71,600円",627口,"11,900円",277口,"41,700円","1,285口","5,900円",492口,"7,100円","87,645,000円"
第3797回,2014/01/09,613,114口,"71,000円",707口,"11,800円",309口,"41,400円","1,380口","5,900円",443口,"7,100円","90,156,600円"
第3798回,2014/01/10,005,71口,"129,700円",191口,"43,200円",128口,"86,400円",236口,"21,600円",550口,"12,900円","90,652,400円"
第3799回,2014/01/13,136,143口,"80,700円",745口,"13,400円",229口,"47,000円","1,305口","6,700円",632口,"8,000円","102,820,200円"
第3800回,2014/01/14,560,96口,"103,900円",353口,"17,300円",159口,"60,600円",672口,"8,600円",625口,"10,300円","84,592,400円"
第3801回,2014/01/15,506,59口,"130,000円",380口,"21,600円",134口,"75,800円",807口,"10,800円",396口,"13,000円","88,858,200円"
第3802回,2014/01/16,641,71口,"99,900円",561口,"16,600円",158口,"58,200円","1,238口","8,300円",458口,"9,900円","90,109,200円"
第3803回,2014/01/17,720,108口,"90,100円",489口,"15,000円",255口,"52,500円","1,077口","7,500円",382口,"9,000円","93,428,400円"
第3804回,2014/01/20,921,200口,"64,400円","1,017口","10,700円",340口,"37,500円","1,699口","5,300円",762口,"6,400円","112,483,200円"
第3805回,2014/01/21,119,184口,"60,700円",340口,"20,200円",332口,"40,400円",338口,"10,100円",676口,"6,000円","86,707,400円"
第3806回,2014/01/22,154,63口,"106,600円",482口,"17,700円",125口,"62,100円","1,181口","8,800円",523口,"10,600円","87,005,000円"
第3807回,2014/01/23,314,128口,"65,300円",568口,"10,800円",398口,"38,000円",960口,"5,400円",601口,"6,500円","86,341,600円"
第3808回,2014/01/24,311,128口,"68,700円",419口,"22,900円",278口,"45,800円",551口,"11,400円",768口,"6,800円","94,914,200円"
第3809回,2014/01/27,138,134口,"60,000円","1,212口","10,000円",404口,"35,000円","2,343口","5,000円",646口,"6,000円","110,964,600円"
第3810回,2014/01/28,369,175口,"54,900円",705口,"9,100円",475口,"32,000円","1,034口","4,500円",644口,"5,400円","87,961,400円"
第3811回,2014/01/29,070,66口,"126,600円",217口,"42,200円",102口,"84,400円",394口,"21,100円",474口,"12,600円","89,878,600円"
第3812回,2014/01/30,327,122口,"68,800円",576口,"11,400円",343口,"40,100円","1,143口","5,700円",542口,"6,800円","86,861,800円"
第3813回,2014/01/31,729,142口,"60,400円",661口,"10,000円",359口,"35,200円","1,271口","5,000円","1,250口","6,000円","92,957,400円"
