第1858回,2006/07/03,878,148口,"115,500円",295口,"38,500円",211口,"77,000円",438口,"19,200円",577口,"11,500円","132,955,000円"
第1859回,2006/07/04,878,122口,"106,800円",210口,"35,600円",175口,"71,200円",371口,"17,800円",567口,"10,600円","101,397,600円"
第1860回,2006/07/05,117,251口,"62,100円",309口,"20,700円",384口,"41,400円",476口,"10,300円",416口,"6,200円","100,907,800円"
第1861回,2006/07/06,095,91口,"118,600円",459口,"19,700円",190口,"69,100円",996口,"9,800円",424口,"11,800円","106,448,800円"
第1862回,2006/07/07,890,134口,"82,800円",672口,"13,800円",317口,"48,300円","1,447口","6,900円",479口,"8,200円","110,325,400円"
第1863回,2006/07/10,236,182口,"78,100円","1,067口","13,000円",324口,"45,500円","1,863口","6,500円",618口,"7,800円","133,092,600円"
第1864回,2006/07/11,926,129口,"79,300円",696口,"13,200円",277口,"46,200円","1,395口","6,600円",455口,"7,900円","100,156,400円"
第1865回,2006/07/12,299,111口,"100,700円",275口,"33,500円",168口,"67,100円",431口,"16,700円",656口,"10,000円","101,186,800円"
第1866回,2006/07/13,675,81口,"121,100円",476口,"20,100円",138口,"70,600円",911口,"10,000円",584口,"12,100円","100,969,600円"
第1867回,2006/07/14,702,192口,"88,100円",524口,"14,600円",214口,"51,300円","1,016口","7,300円",580口,"8,800円","107,077,800円"
第1868回,2006/07/17,733,117口,"99,400円",361口,"33,100円",165口,"66,200円",554口,"16,500円",680口,"9,900円","112,222,600円"
第1869回,2006/07/18,544,118口,"92,200円",236口,"30,700円",162口,"61,400円",364口,"15,300円",970口,"9,200円","94,763,000円"
第1870回,2006/07/19,847,113口,"106,500円",456口,"17,700円",146口,"62,100円",933口,"8,800円",476口,"10,600円","94,576,600円"
第1871回,2006/07/20,973,78口,"97,300円",610口,"16,200円",208口,"56,700円","1,227口","8,100円",512口,"9,700円","98,349,600円"
第1872回,2006/07/21,496,133口,"79,600円",654口,"13,200円",250口,"46,400円","1,408口","6,600円",729口,"7,900円","102,268,000円"
第1873回,2006/07/24,638,393口,"44,200円","1,300口","7,300円",731口,"25,700円","2,031口","3,600円",676口,"4,400円","125,148,800円"
第1874回,2006/07/25,806,85口,"125,800円",381口,"20,900円",191口,"73,300円",750口,"10,400円",267口,"12,500円","97,600,800円"
第1875回,2006/07/26,666,623口,"64,400円",該当なし,該当なし,該当なし,該当なし,該当なし,該当なし,606口,"6,400円","97,964,600円"
第1876回,2006/07/27,129,181口,"67,300円",666口,"11,200円",334口,"39,200円","1,301口","5,600円",506口,"6,700円","96,721,600円"
第1877回,2006/07/28,190,156口,"71,200円",743口,"11,800円",338口,"41,500円","1,436口","5,900円",425口,"7,100円","101,250,000円"
第1878回,2006/07/31,141,100口,"139,000円",292口,"46,300円",130口,"92,600円",516口,"23,100円",432口,"13,900円","127,674,000円"
