第1709回,2005/12/02,477,129口,"100,200円",276口,"33,400円",216口,"66,800円",432口,"16,700円",716口,"10,000円","113,356,800円"
第1710回,2005/12/05,692,137口,"94,100円",991口,"15,600円",250口,"54,800円","1,743口","7,800円",631口,"9,400円","137,292,400円"
第1711回,2005/12/06,803,205口,"81,000円",519口,"13,500円",241口,"47,200円","1,164口","6,700円",345口,"8,100円","101,532,400円"
第1712回,2005/12/07,280,80口,"118,700円",480口,"19,700円",174口,"69,200円","1,072口","9,800円",433口,"11,800円","104,020,200円"
第1713回,2005/12/08,101,179口,"94,700円",250口,"31,500円",220口,"63,100円",313口,"15,700円",396口,"9,400円","105,384,200円"
第1714回,2005/12/09,347,121口,"85,400円",660口,"14,200円",315口,"49,800円","1,503口","7,100円",447口,"8,500円","110,977,800円"
第1715回,2005/12/12,846,145口,"93,500円",929口,"15,500円",294口,"54,500円","1,564口","7,700円",651口,"9,300円","138,658,800円"
第1716回,2005/12/13,792,108口,"91,100円",714口,"15,100円",205口,"53,100円","1,511口","7,500円",273口,"9,100円","101,264,000円"
第1717回,2005/12/14,610,141口,"91,200円",484口,"15,200円",263口,"53,200円",906口,"7,600円",571口,"9,100円","102,969,800円"
第1718回,2005/12/15,161,107口,"113,200円",295口,"37,700円",155口,"75,400円",529口,"18,800円",344口,"11,300円","108,549,800円"
第1719回,2005/12/16,257,248口,"56,300円","1,048口","9,300円",458口,"32,800円","2,065口","4,600円",600口,"5,600円","115,502,000円"
第1720回,2005/12/19,028,137口,"110,900円",625口,"18,400円",198口,"64,600円","1,266口","9,200円",930口,"11,000円","136,851,600円"
第1721回,2005/12/20,033,134口,"96,500円",328口,"32,100円",157口,"64,300円",526口,"16,000円",635口,"9,600円","107,086,200円"
第1722回,2005/12/21,863,126口,"79,100円",813口,"13,100円",243口,"46,100円","1,812口","6,500円",390口,"7,900円","104,290,800円"
第1723回,2005/12/22,164,144口,"90,200円",593口,"15,000円",200口,"52,600円","1,190口","7,500円",372口,"9,000円","99,412,800円"
第1724回,2005/12/23,616,175口,"81,600円",259口,"27,200円",275口,"54,400円",311口,"13,600円",508口,"8,100円","99,310,800円"
第1725回,2005/12/26,916,174口,"92,900円",788口,"15,400円",359口,"54,100円","1,384口","7,700円",441口,"9,200円","139,235,400円"
第1726回,2005/12/27,836,142口,"80,400円",760口,"13,400円",225口,"46,900円","1,635口","6,700円",559口,"8,000円","105,822,000円"
第1727回,2005/12/28,646,113口,"122,500円",236口,"40,800円",159口,"81,600円",373口,"20,400円",491口,"12,200円","111,355,400円"
第1728回,2005/12/29,908,141口,"101,800円",488口,"16,900円",272口,"59,300円",972口,"8,400円",405口,"10,100円","113,707,400円"
第1729回,2005/12/30,062,111口,"113,000円",627口,"18,800円",156口,"65,900円","1,391口","9,400円",369口,"11,300円","115,375,800円"
