2012/11/02,561,85口,"110,000円",434口,"18,300円",147口,"64,100円",958口,"9,100円",320口,"11,000円","86,801,200円"
2012/11/05,620,112口,"95,700円",548口,"15,900円",248口,"55,800円","1,000口","7,900円",381口,"9,500円","99,841,200円"
2012/11/06,044,80口,"84,700円",331口,"28,200円",137口,"56,400円",375口,"14,100円",479口,"8,400円","73,796,600円"
2012/11/07,085,60口,"122,700円",332口,"20,400円",125口,"71,500円",783口,"10,200円",343口,"12,200円","78,512,400円"
2012/11/08,966,84口,"105,300円",249口,"35,100円",116口,"70,200円",257口,"17,500円",510口,"10,500円","79,188,800円"
2012/11/09,666,581口,"60,600円",該当なし,該当なし,該当なし,該当なし,該当なし,該当なし,519口,"6,000円","85,250,200円"
2012/11/12,781,78口,"102,000円",621口,"17,000円",166口,"59,500円","1,213口","8,500円",378口,"10,200円","94,597,200円"
2012/11/13,019,67口,"84,600円",437口,"14,100円",176口,"49,300円","1,017口","7,000円",611口,"8,400円","73,066,400円"
2012/11/14,605,60口,"114,100円",302口,"19,000円",168口,"66,500円",589口,"9,500円",359口,"11,400円","74,416,000円"
2012/11/15,495,43口,"105,800円",460口,"17,600円",155口,"61,700円","1,017口","8,800円",371口,"10,500円","78,059,600円"
2012/11/16,464,60口,"130,500円",221口,"43,500円",100口,"87,000円",277口,"21,700円",363口,"13,000円","82,019,000円"
2012/11/19,713,148口,"70,300円",719口,"11,700円",288口,"41,000円","1,193口","5,800円",601口,"7,000円","93,016,200円"
2012/11/20,776,70口,"106,600円",207口,"35,500円",132口,"71,000円",233口,"17,700円",446口,"10,600円","73,557,600円"
2012/11/21,872,82口,"79,200円",655口,"13,200円",179口,"46,200円","1,246口","6,600円",336口,"7,900円","76,264,600円"
2012/11/22,307,84口,"93,000円",382口,"15,500円",217口,"54,200円",867口,"7,700円",394口,"9,300円","79,760,000円"
2012/11/23,369,90口,"64,600円",540口,"10,700円",304口,"37,600円","1,037口","5,300円",594口,"6,400円","72,242,000円"
2012/11/26,204,86口,"94,100円",587口,"15,600円",200口,"54,800円","1,145口","7,800円",347口,"9,400円","90,085,400円"
2012/11/27,660,134口,"58,700円",395口,"19,500円",278口,"39,100円",514口,"9,700円",318口,"5,800円","74,173,600円"
2012/11/28,195,90口,"85,800円",464口,"14,300円",186口,"50,000円","1,080口","7,100円",258口,"8,500円","74,734,200円"
2012/11/29,950,89口,"91,100円",416口,"15,100円",140口,"53,100円",897口,"7,500円",590口,"9,100円","75,713,000円"
2012/11/30,943,87口,"101,900円",404口,"16,900円",171口,"59,400円",811口,"8,400円",423口,"10,100円","82,476,200円"
