2016/02/02,602,71口,"111,500円",355口,"18,500円",155口,"65,000円",650口,"9,200円",400口,"11,100円"
2016/02/03,712,113口,"68,100円",663口,"11,300円",274口,"39,700円","1,471口","5,600円",582口,"6,800円"
2016/02/04,182,83口,"83,400円",645口,"13,900円",162口,"48,600円","1,455口","6,900円",443口,"8,300円"
2016/02/05,418,100口,"80,900円",457口,"13,400円",312口,"47,100円",941口,"6,700円",605口,"8,000円"
2016/02/08,305,126口,"83,300円",681口,"13,800円",299口,"48,500円","1,110口","6,900円",467口,"8,300円"
2016/02/09,344,67口,"109,400円",203口,"36,400円",118口,"72,900円",273口,"18,200円",634口,"10,900円"
2016/02/10,307,86口,"99,700円",400口,"16,600円",202口,"58,100円",833口,"8,300円",366口,"9,900円"
2016/02/11,136,88口,"79,400円",515口,"13,200円",196口,"46,300円","1,104口","6,600円",562口,"7,900円"
2016/02/12,147,152口,"60,500円",739口,"10,000円",344口,"35,200円","1,491口","5,000円",460口,"6,000円"
2016/02/15,886,115口,"105,300円",273口,"35,100円",182口,"70,200円",368口,"17,500円",633口,"10,500円"
2016/02/16,721,141口,"68,900円",595口,"11,400円",281口,"40,100円","1,194口","5,700円",428口,"6,800円"
2016/02/17,092,74口,"102,800円",478口,"17,100円",157口,"59,900円","1,033口","8,500円",495口,"10,200円"
2016/02/18,934,64口,"111,200円",437口,"18,500円",158口,"64,800円",998口,"9,200円",398口,"11,100円"
2016/02/19,055,62口,"105,800円",288口,"35,200円",120口,"70,500円",401口,"17,600円",822口,"10,500円"
2016/02/22,456,150口,"81,100円",624口,"13,500円",306口,"47,300円",861口,"6,700円",640口,"8,100円"
2016/02/23,908,92口,"71,000円",536口,"11,800円",332口,"41,400円","1,158口","5,900円",450口,"7,100円"
2016/02/24,837,82口,"87,900円",532口,"14,600円",190口,"51,200円","1,239口","7,300円",475口,"8,700円"
2016/02/25,878,78口,"89,700円",316口,"29,900円",178口,"59,800円",378口,"14,900円",615口,"8,900円"
2016/02/26,250,50口,"138,500円",381口,"23,000円",122口,"80,700円",783口,"11,500円",424口,"13,800円"
2016/02/29,311,169口,"66,800円",459口,"22,200円",314口,"44,500円",549口,"11,100円",686口,"6,600円"
